
"QS419EW - Position in communal establishment"
"ONS Crown Copyright Reserved [from Nomis on 12 August 2018]"
"Population :","All usual residents in communal establishments"
"Units      :","Persons"
"Date       :","2011"
"Rural Urban:","Total"

"postcode sector","All categories: Position in communal establishment","Resident","Staff or owner","Family member or partner of staff or owner"
"DN34 4",193,183,2,8
"DN34 5",132,132,0,0
"DN35 0",70,63,7,0
"DN35 7",21,20,1,0
"DN35 8",213,158,23,32
"DN35 9",1,1,0,0
"DN36 4",130,121,5,4
"DN36 5",108,70,15,23
"DN37 0",234,218,1,15
"DN37 7",26,24,1,1
"DN37 8",30,26,0,4
"DN37 9",35,35,0,0
"DN38 6",15,15,0,0
"DN39 6",0,0,0,0
"DN4  0",62,61,1,0
"DN4  5",9,8,1,0
"DN4  6",134,117,0,17
"DN4  7",97,92,0,5
"DN4  8",7,7,0,0
"DN4  9",96,85,3,8
"DN40 1",88,77,9,2
"DN40 2",0,0,0,0
"DN40 3",0,0,0,0
"DN41 7",4,0,0,4
"DN41 8",40,39,0,1
"DN5  0",97,91,6,0
"DN5  7",57,57,0,0
"DN5  8",639,613,4,22
"DN5  9",24,22,0,2
"DN6  0",48,47,1,0
"DN6  7",65,65,0,0
"DN6  8",91,87,0,4
"DN6  9",63,49,0,14
"DN7  4",109,109,0,0
"DN7  5",68,68,0,0
"DN7  6",2048,1950,5,93
"DN8  4",74,71,3,0
"DN8  5",78,76,2,0
"DN9  1",25,25,0,0
"DN9  2",47,47,0,0
"DN9  3",6,5,1,0
"DT1  1",332,310,15,7
"DT1  2",239,220,7,12
"DT1  3",0,0,0,0
"DT10 1",46,42,2,2
"DT10 2",48,48,0,0
"DT11 0",797,776,11,10
"DT11 7",149,125,23,1
"DT11 8",1145,1095,33,17
"DT11 9",26,24,0,2
"DT2  0",27,1,20,6
"DT2  7",51,50,0,1
"DT2  8",70,65,3,2
"DT2  9",121,108,7,6
"DT3  4",35,31,4,0
"DT3  5",108,104,2,2
"DT3  6",145,27,118,0
"DT4  0",128,118,10,0
"DT4  7",407,304,77,26
"DT4  8",103,70,28,5
"DT4  9",41,40,1,0
"DT5  1",979,958,7,14
"DT5  2",2,0,2,0
"DT6  3",79,70,3,6
"DT6  4",114,102,3,9
"DT6  5",22,20,2,0
"DT6  6",56,35,7,14
"DT7  3",196,147,42,7
"DT8  3",58,51,4,3
"DT9  3",910,892,15,3
"DT9  4",193,178,10,5
"DT9  5",2,0,0,2
"DT9  6",119,110,8,1
"DY1  1",33,32,1,0
"DY1  2",254,234,1,19
"DY1  3",107,101,0,6
"DY1  4",56,54,2,0
"DY10 1",80,78,0,2
"DY10 2",100,86,3,11
"DY10 3",123,114,2,7
"DY10 4",231,211,14,6
"DY11 5",134,130,1,3
"DY11 6",127,118,0,9
"DY11 7",33,33,0,0
"DY12 1",1,0,1,0
"DY12 2",44,39,0,5
"DY12 3",67,52,7,8
"DY13 0",84,80,1,3
"DY13 8",96,89,1,6
"DY13 9",19,9,6,4
"DY14 0",33,32,0,1
"DY14 8",51,31,18,2
"DY14 9",20,17,2,1
"DY2  0",9,6,0,3
"DY2  7",30,29,0,1
"DY2  8",37,35,2,0
"DY2  9",167,143,0,24
"DY3  1",127,119,0,8
"DY3  2",6,6,0,0
"DY3  3",37,35,0,2
"DY3  4",120,110,0,10
"DY4  0",111,100,0,11
"DY4  7",87,77,0,10
"DY4  8",79,74,0,5
"DY4  9",73,70,0,3
"DY5  1",64,60,0,4
"DY5  2",5,5,0,0
"DY5  3",28,27,1,0
"DY5  4",57,57,0,0
"DY6  0",80,67,13,0
"DY6  7",60,48,8,4
"DY6  8",16,13,3,0
"DY6  9",69,67,0,2
"DY7  5",105,90,0,15
"DY7  6",53,47,0,6
"DY8  1",405,398,5,2
"DY8  2",73,46,19,8
"DY8  3",78,78,0,0
"DY8  4",147,138,0,9
"DY8  5",147,140,0,7
"DY9  0",128,120,0,8
"DY9  7",0,0,0,0
"DY9  8",92,90,2,0
"DY9  9",169,163,0,6
"E1   0",42,42,0,0
"E1   1",12,12,0,0
"E1   2",201,200,1,0
"E1   3",178,163,2,13
"E1   4",1491,1479,12,0
"E1   5",525,523,2,0
"E1   6",291,287,3,1
"E1   7",129,129,0,0
"E1   8",0,0,0,0
"E10  5",32,31,0,1
"E10  6",18,16,2,0
"E10  7",60,55,1,4
"E11  1",251,239,3,9
"E11  2",162,141,3,18
"E11  3",86,86,0,0
"E11  4",102,97,3,2
"E12  5",204,193,3,8
"E12  6",14,13,0,1
"E13  0",37,37,0,0
"E13  8",24,23,0,1
"E13  9",48,46,0,2
"E14  0",1,0,1,0
"E14  2",0,0,0,0
"E14  3",0,0,0,0
"E14  4",0,0,0,0
"E14  5",0,0,0,0
"E14  6",97,97,0,0
"E14  7",16,16,0,0
"E14  8",75,71,2,2
"E14  9",0,0,0,0
"E15  1",24,24,0,0
"E15  2",45,45,0,0
"E15  3",4,2,2,0
"E15  4",87,82,1,4
"E16  1",0,0,0,0
"E16  2",699,699,0,0
"E16  3",16,16,0,0
"E16  4",36,36,0,0
"E17  3",336,334,2,0
"E17  4",89,88,0,1
"E17  5",0,0,0,0
"E17  6",12,12,0,0
"E17  7",5,5,0,0
"E17  8",91,88,3,0
"E17  9",118,116,2,0
"E18  1",24,24,0,0
"E18  2",42,42,0,0
"E1W  1",0,0,0,0
"E1W  2",67,67,0,0
"E1W  3",0,0,0,0
"E2   0",31,31,0,0
"E2   6",337,336,0,1
"E2   7",30,30,0,0
"E2   8",13,13,0,0
"E2   9",74,73,1,0
"E3   2",1,1,0,0
"E3   3",20,20,0,0
"E3   4",126,125,0,1
"E3   5",22,22,0,0
"E4   6",150,147,2,1
"E4   7",153,80,57,16
"E4   8",74,62,2,10
"E4   9",82,77,0,5
"E5   0",127,127,0,0
"E5   8",59,58,1,0
"E5   9",50,32,4,14
"E6   1",45,40,0,5
"E6   2",3,3,0,0
"E6   3",54,53,1,0
"E6   5",21,21,0,0
"E6   6",92,92,0,0
"E7   0",193,190,3,0
"E7   8",64,64,0,0
"E7   9",323,304,7,12
"E8   1",0,0,0,0
"E8   2",75,73,2,0
"E8   3",20,20,0,0
"E8   4",0,0,0,0
"E9   5",97,93,3,1
"E9   6",97,96,1,0
"E9   7",128,124,4,0
"EC1A 4",0,0,0,0
"EC1A 7",30,24,5,1
"EC1A 9",20,20,0,0
"EC1M 3",10,9,1,0
"EC1M 5",225,225,0,0
"EC1M 6",461,455,6,0
"EC1M 7",0,0,0,0
"EC1N 7",33,33,0,0
"EC1N 8",68,68,0,0
"EC1R 0",0,0,0,0
"EC1R 1",209,207,1,1
"EC1R 3",0,0,0,0
"EC1R 4",0,0,0,0
"EC1R 5",0,0,0,0
"EC1V 0",0,0,0,0
"EC1V 1",0,0,0,0
"EC1V 2",0,0,0,0
"EC1V 3",655,655,0,0
"EC1V 4",134,133,1,0
"EC1V 7",9,9,0,0
"EC1V 8",1,0,1,0
"EC1V 9",55,55,0,0
"EC1Y 0",12,12,0,0
"EC1Y 2",0,0,0,0
"EC1Y 4",176,175,1,0
"EC1Y 8",124,119,5,0
"EC2A 3",0,0,0,0
"EC2A 4",0,0,0,0
"EC2Y 8",84,83,1,0
"EC3R 8",0,0,0,0
"EC4A 1",0,0,0,0
"EC4V 3",0,0,0,0
"EC4V 5",41,30,10,1
"EC4Y 7",0,0,0,0
"EN1  1",28,28,0,0
"EN1  2",120,107,1,12
"EN1  3",96,81,4,11
"EN1  4",112,101,3,8
"EN10 6",89,86,0,3
"EN10 7",35,35,0,0
"EN11 0",1,1,0,0
"EN11 8",23,22,1,0
"EN11 9",71,71,0,0
"EN2  0",7,6,0,1
"EN2  6",51,43,2,6
"EN2  7",57,49,0,8
"EN2  8",176,176,0,0
"EN2  9",51,44,0,7
"EN3  4",171,171,0,0
"EN3  5",39,37,2,0
"EN3  6",5,5,0,0
"EN3  7",12,11,1,0
"EN4  0",318,288,21,9
"EN4  8",0,0,0,0
"EN4  9",20,19,0,1
"EN5  1",59,48,0,11
"EN5  2",158,145,3,10
"EN5  3",114,104,0,10
"EN5  4",179,160,2,17
"EN5  5",44,44,0,0
"EN6  1",77,61,1,15
"EN6  2",71,71,0,0
"EN6  3",2,2,0,0
"EN6  4",1,0,1,0
"EN6  5",71,71,0,0
"EN7  5",9,6,3,0
"EN7  6",54,52,1,1
"EN8  0",0,0,0,0
"EN8  7",0,0,0,0
"EN8  8",47,44,0,3
"EN8  9",53,47,1,5
"EN9  1",0,0,0,0
"EN9  2",0,0,0,0
"EN9  3",255,219,15,21
"EX1  1",321,311,5,5
"EX1  2",468,463,4,1
"EX1  3",37,35,1,1
"EX10 0",124,124,0,0
"EX10 8",205,87,107,11
"EX10 9",153,141,4,8
"EX11 1",65,59,0,6
"EX12 2",194,182,3,9
"EX12 3",1,0,1,0
"EX12 4",0,0,0,0
"EX13 5",118,109,3,6
"EX13 7",8,6,2,0
"EX13 8",22,21,1,0
"EX14 1",63,62,1,0
"EX14 2",32,25,2,5
"EX14 3",23,21,0,2
"EX14 4",41,41,0,0
"EX14 9",2,0,0,2
"EX15 1",167,154,4,9
"EX15 2",30,25,0,5
"EX15 3",11,10,0,1
"EX16 4",223,218,1,4
"EX16 5",25,22,2,1
"EX16 6",79,70,4,5
"EX16 7",20,13,4,3
"EX16 8",24,21,3,0
"EX16 9",64,56,3,5
"EX17 1",0,0,0,0
"EX17 2",52,50,0,2
"EX17 3",99,93,3,3
"EX17 4",13,11,1,1
"EX17 5",26,21,3,2
"EX17 6",19,19,0,0
"EX18 7",26,21,4,1
"EX19 8",24,20,4,0
"EX2  4",154,143,5,6
"EX2  5",291,289,2,0
"EX2  6",77,74,1,2
"EX2  7",23,23,0,0
"EX2  8",271,262,4,5
"EX2  9",35,33,2,0
"EX20 1",115,98,4,13
"EX20 2",24,17,5,2
"EX20 3",103,88,15,0
"EX20 4",72,29,39,4
"EX21 5",153,145,4,4
"EX22 6",153,121,16,16
"EX22 7",53,40,6,7
"EX23 0",115,81,17,17
"EX23 8",125,74,23,28
"EX23 9",85,74,8,3
"EX24 6",41,36,4,1
"EX3  0",13,12,0,1
"EX31 1",7,1,2,4
"EX31 2",109,99,6,4
"EX31 3",4,1,0,3
"EX31 4",628,573,30,25
"EX32 0",122,106,10,6
"EX32 7",77,70,5,2
"EX32 8",11,1,6,4
"EX32 9",85,82,1,2
"EX33 1",27,19,6,2
"EX33 2",96,84,0,12
"EX34 0",15,2,9,4
"EX34 7",36,1,21,14
"EX34 8",133,69,28,36
"EX34 9",294,230,43,21
"EX35 6",197,70,103,24
"EX36 3",114,95,10,9
"EX36 4",26,18,3,5
"EX37 9",28,14,11,3
"EX38 7",66,58,0,8
"EX38 8",59,59,0,0
"EX39 1",131,121,2,8
"EX39 2",63,57,4,2
"EX39 3",222,192,25,5
"EX39 4",83,82,0,1
"EX39 5",66,58,3,5
"EX39 6",8,0,6,2
"EX4  0",0,0,0,0
"EX4  1",124,115,5,4
"EX4  2",72,61,0,11
"EX4  3",93,86,6,1
"EX4  4",2601,2571,23,7
"EX4  5",23,23,0,0
"EX4  6",1392,1382,5,5
"EX4  7",9,9,0,0
"EX4  8",21,21,0,0
"EX4  9",0,0,0,0
"EX5  1",4,1,3,0
"EX5  2",22,21,0,1
"EX5  3",71,71,0,0
"EX5  4",23,21,2,0
"EX5  5",27,24,1,2
"EX6  6",4,0,4,0
"EX6  7",29,21,8,0
"EX6  8",78,64,12,2
"EX7  0",168,159,4,5
"EX7  9",242,218,12,12
"EX8  1",128,85,32,11
"EX8  2",324,291,22,11
"EX8  3",62,51,1,10
"EX8  4",55,53,0,2
"EX8  5",957,942,10,5
"EX9  6",123,107,4,12
"EX9  7",19,19,0,0
"FY1  1",73,7,44,22
"FY1  2",457,174,204,79
"FY1  3",38,31,2,5
"FY1  4",865,207,406,252
"FY1  5",200,19,118,63
"FY1  6",526,104,238,184
"FY2  0",16,16,0,0
"FY2  9",495,313,115,67
"FY3  0",0,0,0,0
"FY3  7",41,38,0,3
"FY3  8",162,142,2,18
"FY3  9",116,105,2,9
"FY4  1",806,469,190,147
"FY4  2",101,97,3,1
"FY4  3",63,62,1,0
"FY4  4",9,8,1,0
"FY4  5",12,8,0,4
"FY5  1",257,233,8,16
"FY5  2",45,45,0,0
"FY5  3",23,23,0,0
"FY5  4",32,29,2,1
"FY5  5",33,30,0,3
"FY6  0",73,60,3,10
"FY6  7",165,154,8,3
"FY6  8",0,0,0,0
"FY6  9",125,119,5,1
"FY7  6",56,53,2,1
"FY7  7",46,44,0,2
"FY7  8",506,495,0,11
"FY8  1",412,371,22,19
"FY8  2",166,154,7,5
"FY8  3",16,16,0,0
"FY8  4",9,6,3,0
"FY8  5",304,284,6,14
"GL1  1",59,59,0,0
"GL1  2",267,258,3,6
"GL1  3",386,373,6,7
"GL1  4",27,27,0,0
"GL1  5",137,126,4,7
"GL10 2",303,302,1,0
"GL10 3",50,45,2,3
"GL11 4",92,78,1,13
"GL11 5",3,0,2,1
"GL11 6",46,29,7,10
"GL12 7",61,45,1,15
"GL12 8",814,796,4,14
"GL13 9",39,35,4,0
"GL14 1",138,134,1,3
"GL14 2",40,40,0,0
"GL14 3",18,16,1,1
"GL15 4",58,49,5,4
"GL15 5",74,74,0,0
"GL15 6",1,0,0,1
"GL16 7",12,5,5,2
"GL16 8",97,82,11,4
"GL17 0",152,143,6,3
"GL17 9",49,48,1,0
"GL18 1",74,60,6,8
"GL18 2",24,23,0,1
"GL19 3",902,882,15,5
"GL19 4",24,11,11,2
"GL2  0",182,135,46,1
"GL2  2",1,1,0,0
"GL2  3",0,0,0,0
"GL2  4",138,125,0,13
"GL2  5",1,1,0,0
"GL2  7",72,56,6,10
"GL2  8",72,62,8,2
"GL2  9",256,244,7,5
"GL20 5",21,18,2,1
"GL20 6",181,150,14,17
"GL20 7",2,0,2,0
"GL20 8",119,101,8,10
"GL3  1",235,227,6,2
"GL3  2",36,30,0,6
"GL3  3",28,25,3,0
"GL3  4",136,116,1,19
"GL4  0",90,79,3,8
"GL4  3",44,39,4,1
"GL4  4",20,20,0,0
"GL4  5",5,5,0,0
"GL4  6",147,135,4,8
"GL4  8",27,15,10,2
"GL5  1",75,74,1,0
"GL5  2",68,63,5,0
"GL5  3",2,0,2,0
"GL5  4",105,94,8,3
"GL5  5",27,15,12,0
"GL50 1",51,49,2,0
"GL50 2",540,510,27,3
"GL50 3",853,825,19,9
"GL50 4",155,149,3,3
"GL51 0",123,97,26,0
"GL51 3",18,12,6,0
"GL51 4",76,75,1,0
"GL51 6",372,336,23,13
"GL51 7",92,90,1,1
"GL51 8",91,88,3,0
"GL51 9",165,165,0,0
"GL52 2",21,17,4,0
"GL52 3",325,293,15,17
"GL52 5",17,17,0,0
"GL52 6",121,106,11,4
"GL52 7",0,0,0,0
"GL52 8",46,40,0,6
"GL52 9",0,0,0,0
"GL53 0",34,32,2,0
"GL53 7",497,445,28,24
"GL53 8",118,104,5,9
"GL53 9",151,146,5,0
"GL54 1",68,57,11,0
"GL54 2",54,32,20,2
"GL54 3",52,26,24,2
"GL54 4",5,3,0,2
"GL54 5",10,2,8,0
"GL55 6",87,63,20,4
"GL56 0",46,21,18,7
"GL56 9",11,3,2,6
"GL6  0",96,94,2,0
"GL6  6",1,0,0,1
"GL6  7",0,0,0,0
"GL6  8",13,11,2,0
"GL6  9",148,145,3,0
"GL7  1",183,159,12,12
"GL7  2",39,29,9,1
"GL7  3",32,19,13,0
"GL7  4",78,78,0,0
"GL7  5",101,91,10,0
"GL7  6",493,492,1,0
"GL7  7",113,113,0,0
"GL8  8",101,74,23,4
"GL9  1",33,28,5,0
"GU1  1",47,40,6,1
"GU1  2",104,98,2,4
"GU1  3",32,29,2,1
"GU1  4",105,105,0,0
"GU10 1",14,1,13,0
"GU10 2",130,84,42,4
"GU10 3",258,223,25,10
"GU10 4",40,40,0,0
"GU10 5",181,150,18,13
"GU11 1",33,30,3,0
"GU11 2",1262,1211,22,29
"GU11 3",204,195,3,6
"GU12 4",6,6,0,0
"GU12 5",57,54,0,3
"GU12 6",28,28,0,0
"GU14 0",9,8,0,1
"GU14 6",265,249,4,12
"GU14 7",25,25,0,0
"GU14 8",11,6,0,5
"GU14 9",0,0,0,0
"GU15 1",83,70,0,13
"GU15 2",169,115,53,1
"GU15 3",123,119,0,4
"GU15 4",842,829,7,6
"GU16 6",293,290,1,2
"GU16 7",104,92,12,0
"GU16 8",0,0,0,0
"GU16 9",23,21,0,2
"GU17 0",0,0,0,0
"GU17 9",214,208,0,6
"GU18 5",35,30,1,4
"GU19 5",84,64,11,9
"GU2  4",72,71,0,1
"GU2  7",3821,3769,37,15
"GU2  8",4,3,1,0
"GU2  9",372,369,0,3
"GU20 6",63,51,12,0
"GU21 2",88,81,7,0
"GU21 3",4,4,0,0
"GU21 4",133,108,22,3
"GU21 5",11,10,1,0
"GU21 6",5,1,2,2
"GU21 7",40,38,0,2
"GU21 8",0,0,0,0
"GU22 0",70,54,8,8
"GU22 7",182,173,1,8
"GU22 8",134,105,9,20
"GU22 9",77,75,0,2
"GU23 6",43,39,3,1
"GU23 7",274,266,3,5
"GU24 0",507,496,6,5
"GU24 8",62,55,3,4
"GU24 9",710,693,7,10
"GU25 4",138,109,23,6
"GU26 6",562,400,146,16
"GU27 1",151,138,4,9
"GU27 2",40,35,5,0
"GU27 3",260,223,34,3
"GU28 0",199,187,9,3
"GU28 9",4,0,4,0
"GU29 0",31,28,2,1
"GU29 9",64,57,3,4
"GU3  1",215,208,0,7
"GU3  2",6,6,0,0
"GU3  3",74,61,10,3
"GU30 7",107,80,20,7
"GU31 4",41,34,0,7
"GU31 5",18,17,0,1
"GU32 1",64,54,10,0
"GU32 2",446,428,4,14
"GU32 3",36,31,2,3
"GU33 6",28,28,0,0
"GU33 7",356,330,18,8
"GU34 1",38,31,4,3
"GU34 2",161,159,0,2
"GU34 3",0,0,0,0
"GU34 4",223,218,4,1
"GU34 5",79,75,0,4
"GU35 0",328,322,0,6
"GU35 8",43,36,7,0
"GU35 9",10,4,3,3
"GU4  7",35,30,1,4
"GU4  8",26,22,2,2
"GU46 6",2,0,2,0
"GU46 7",0,0,0,0
"GU47 0",22,21,0,1
"GU47 8",124,120,4,0
"GU47 9",37,36,1,0
"GU5  0",287,256,23,8
"GU5  9",41,3,28,10
"GU51 1",0,0,0,0
"GU51 2",0,0,0,0
"GU51 3",31,30,0,1
"GU51 4",189,177,3,9
"GU51 5",0,0,0,0
"GU52 0",0,0,0,0
"GU52 6",95,88,0,7
"GU52 7",0,0,0,0
"GU52 8",0,0,0,0
"GU6  7",65,57,6,2
"GU6  8",552,529,6,17
"GU7  1",196,175,9,12
"GU7  2",880,849,22,9
"GU7  3",61,61,0,0
"GU8  4",184,113,63,8
"GU8  5",304,270,30,4
"GU8  6",76,70,6,0
"GU9  0",0,0,0,0
"GU9  7",367,367,0,0
"GU9  8",99,82,2,15
"GU9  9",87,85,0,2
"HA0  1",1,1,0,0
"HA0  2",94,85,2,7
"HA0  3",36,34,2,0
"HA0  4",27,27,0,0
"HA1  1",88,86,0,2
"HA1  2",51,47,3,1
"HA1  3",1489,1471,12,6
"HA1  4",50,44,1,5
"HA2  0",87,85,2,0
"HA2  6",6,6,0,0
"HA2  7",6,6,0,0
"HA2  8",9,9,0,0
"HA2  9",23,23,0,0
"HA3  0",232,218,0,14
"HA3  5",91,79,4,8
"HA3  6",67,63,2,2
"HA3  7",49,40,0,9
"HA3  8",88,85,1,2
"HA3  9",15,15,0,0
"HA4  0",34,30,3,1
"HA4  6",449,441,2,6
"HA4  7",102,86,0,16
"HA4  8",26,24,0,2
"HA4  9",50,45,0,5
"HA5  1",3,3,0,0
"HA5  2",61,52,3,6
"HA5  3",69,58,6,5
"HA5  4",100,76,24,0
"HA5  5",18,18,0,0
"HA6  1",30,27,3,0
"HA6  2",151,141,5,5
"HA6  3",290,274,1,15
"HA7  1",17,17,0,0
"HA7  2",122,104,0,18
"HA7  3",222,188,21,13
"HA7  4",3,3,0,0
"HA8  0",156,145,1,10
"HA8  5",55,53,0,2
"HA8  6",63,53,0,10
"HA8  7",0,0,0,0
"HA8  8",0,0,0,0
"HA8  9",103,97,0,6
"HA9  0",150,143,6,1
"HA9  6",92,86,1,5
"HA9  7",65,64,1,0
"HA9  8",128,110,0,18
"HA9  9",143,128,6,9
"HD1  1",2,2,0,0
"HD1  3",1223,1222,0,1
"HD1  4",111,110,1,0
"HD1  5",53,51,2,0
"HD1  6",11,11,0,0
"HD2  1",153,143,8,2
"HD2  2",134,104,30,0
"HD3  3",105,92,11,2
"HD3  4",98,79,3,16
"HD4  5",37,33,0,4
"HD4  6",325,313,0,12
"HD4  7",14,14,0,0
"HD5  0",38,38,0,0
"HD5  8",99,98,0,1
"HD5  9",36,36,0,0
"HD6  1",12,12,0,0
"HD6  2",24,24,0,0
"HD6  3",228,212,12,4
"HD6  4",3,0,3,0
"HD7  4",42,33,5,4
"HD7  5",43,37,0,6
"HD7  6",1,1,0,0
"HD8  0",1205,1203,0,2
"HD8  8",22,22,0,0
"HD8  9",90,85,2,3
"HD9  1",8,0,8,0
"HD9  2",0,0,0,0
"HD9  3",90,75,1,14
"HD9  4",79,70,3,6
"HD9  5",36,34,1,1
"HD9  6",17,16,0,1
"HD9  7",2,0,2,0
"HG1  1",0,0,0,0
"HG1  2",489,366,98,25
"HG1  3",0,0,0,0
"HG1  4",232,219,11,2
"HG1  5",74,40,22,12
"HG2  0",245,214,19,12
"HG2  7",226,218,7,1
"HG2  8",197,189,0,8
"HG2  9",165,151,10,4
"HG3  1",70,61,9,0
"HG3  2",182,161,6,15
"HG3  3",39,10,28,1
"HG3  4",4,1,2,1
"HG3  5",25,12,11,2
"HG4  1",138,127,0,11
"HG4  2",616,578,19,19
"HG4  3",38,38,0,0
"HG4  4",13,1,12,0
"HG4  5",35,31,0,4
"HG5  0",19,13,6,0
"HG5  8",89,76,4,9
"HG5  9",49,41,0,8
"HP1  1",23,18,4,1
"HP1  2",2,0,2,0
"HP1  3",117,113,0,4
"HP10 0",31,30,1,0
"HP10 8",25,25,0,0
"HP10 9",6,5,1,0
"HP11 1",742,716,22,4
"HP11 2",398,380,3,15
"HP12 3",23,21,2,0
"HP12 4",126,123,1,2
"HP13 5",392,373,19,0
"HP13 6",166,155,11,0
"HP13 7",3,3,0,0
"HP14 3",32,21,8,3
"HP14 4",281,270,9,2
"HP15 6",30,30,0,0
"HP15 7",74,62,1,11
"HP16 0",74,71,3,0
"HP16 9",15,15,0,0
"HP17 0",0,0,0,0
"HP17 8",99,75,7,17
"HP17 9",0,0,0,0
"HP18 0",517,503,4,10
"HP18 9",36,29,6,1
"HP19 0",47,36,0,11
"HP19 7",0,0,0,0
"HP19 8",122,117,0,5
"HP19 9",70,67,0,3
"HP2  4",258,225,14,19
"HP2  5",252,231,9,12
"HP2  6",16,16,0,0
"HP2  7",0,0,0,0
"HP20 1",394,375,3,16
"HP20 2",11,8,3,0
"HP21 7",91,81,2,8
"HP21 8",73,72,0,1
"HP21 9",60,60,0,0
"HP22 4",50,50,0,0
"HP22 5",367,312,5,50
"HP22 6",138,133,2,3
"HP23 4",48,41,0,7
"HP23 5",188,187,1,0
"HP23 6",8,0,8,0
"HP27 0",136,124,0,12
"HP27 9",62,60,0,2
"HP3  0",781,753,4,24
"HP3  8",0,0,0,0
"HP3  9",59,59,0,0
"HP4  1",32,31,0,1
"HP4  2",102,84,2,16
"HP4  3",44,42,0,2
"HP5  1",76,71,5,0
"HP5  2",10,10,0,0
"HP5  3",38,32,3,3
"HP6  5",52,52,0,0
"HP6  6",113,110,3,0
"HP7  0",42,39,3,0
"HP7  9",13,13,0,0
"HP8  4",0,0,0,0
"HP9  1",121,109,0,12
"HP9  2",174,148,24,2
"HR1  1",400,385,4,11
"HR1  2",132,107,15,10
"HR1  3",227,201,16,10
"HR1  4",181,165,9,7
"HR2  0",26,17,4,5
"HR2  6",64,54,8,2
"HR2  7",15,10,5,0
"HR2  8",103,65,38,0
"HR2  9",30,24,2,4
"HR3  5",50,25,16,9
"HR3  6",2,0,0,2
"HR4  0",75,70,5,0
"HR4  7",172,144,15,13
"HR4  8",9,9,0,0
"HR4  9",37,22,6,9
"HR5  3",153,131,13,9
"HR6  0",16,16,0,0
"HR6  8",121,107,7,7
"HR6  9",105,104,0,1
"HR7  4",221,172,35,14
"HR8  1",72,65,6,1
"HR8  2",115,75,30,10
"HR9  5",169,132,15,22
"HR9  6",134,100,19,15
"HR9  7",101,70,15,16
"HU1  1",95,95,0,0
"HU1  2",118,118,0,0
"HU1  3",0,0,0,0
"HU10 6",85,76,7,2
"HU10 7",117,112,0,5
"HU11 4",33,27,3,3
"HU11 5",0,0,0,0
"HU12 0",139,131,4,4
"HU12 8",163,156,3,4
"HU12 9",36,35,0,1
"HU13 0",308,281,6,21
"HU13 9",29,28,1,0
"HU14 3",72,59,10,3
"HU15 1",766,736,4,26
"HU15 2",86,81,2,3
"HU16 4",208,173,16,19
"HU16 5",1266,1261,1,4
"HU17 0",57,50,2,5
"HU17 5",8,8,0,0
"HU17 7",182,173,3,6
"HU17 8",393,379,5,9
"HU17 9",139,117,6,16
"HU18 1",210,184,9,17
"HU19 2",182,167,3,12
"HU2  0",0,0,0,0
"HU2  8",75,71,3,1
"HU2  9",1,1,0,0
"HU20 3",29,20,0,9
"HU3  1",82,77,4,1
"HU3  2",190,190,0,0
"HU3  3",122,121,1,0
"HU3  5",48,48,0,0
"HU3  6",72,70,0,2
"HU4  6",139,132,1,6
"HU4  7",67,64,3,0
"HU5  1",111,111,0,0
"HU5  2",165,145,4,16
"HU5  3",49,47,2,0
"HU5  4",4,4,0,0
"HU5  5",0,0,0,0
"HU6  0",0,0,0,0
"HU6  7",495,474,13,8
"HU6  8",0,0,0,0
"HU6  9",0,0,0,0
"HU7  0",0,0,0,0
"HU7  3",49,49,0,0
"HU7  4",286,277,4,5
"HU7  5",29,29,0,0
"HU7  6",0,0,0,0
"HU8  0",60,60,0,0
"HU8  7",0,0,0,0
"HU8  8",66,64,1,1
"HU8  9",149,133,6,10
"HU9  1",52,51,1,0
"HU9  2",130,120,0,10
"HU9  3",157,151,2,4
"HU9  4",111,94,1,16
"HU9  5",742,725,0,17
"HX1  1",1,1,0,0
"HX1  2",105,94,7,4
"HX1  3",18,18,0,0
"HX1  4",9,9,0,0
"HX1  5",93,93,0,0
"HX2  0",32,32,0,0
"HX2  6",15,15,0,0
"HX2  7",0,0,0,0
"HX2  8",5,5,0,0
"HX2  9",63,49,14,0
"HX3  0",124,108,2,14
"HX3  5",71,71,0,0
"HX3  6",38,36,1,1
"HX3  7",11,10,1,0
"HX3  8",100,86,0,14
"HX3  9",20,16,4,0
"HX4  0",0,0,0,0
"HX4  8",52,51,0,1
"HX4  9",0,0,0,0
"HX5  0",60,53,1,6
"HX5  9",9,6,0,3
"HX6  1",21,21,0,0
"HX6  2",36,34,2,0
"HX6  3",0,0,0,0
"HX6  4",83,82,0,1
"HX7  5",2,0,1,1
"HX7  6",7,7,0,0
"HX7  7",2,0,0,2
"HX7  8",0,0,0,0
"IG1  1",49,46,3,0
"IG1  2",207,189,2,16
"IG1  3",133,129,3,1
"IG1  4",36,34,2,0
"IG10 1",59,57,0,2
"IG10 2",0,0,0,0
"IG10 3",23,23,0,0
"IG10 4",25,22,2,1
"IG11 0",0,0,0,0
"IG11 7",98,98,0,0
"IG11 8",12,12,0,0
"IG11 9",32,32,0,0
"IG2  6",219,196,2,21
"IG2  7",83,78,0,5
"IG3  8",230,219,5,6
"IG3  9",46,45,1,0
"IG4  5",0,0,0,0
"IG5  0",42,39,0,3
"IG6  1",0,0,0,0
"IG6  2",5,5,0,0
"IG6  3",50,48,1,1
"IG7  4",0,0,0,0
