
"KS402EW - Tenure"
"ONS Crown Copyright Reserved [from Nomis on 25 July 2018]"
"Population :","All households"
"Units      :","Households"
"Date       :","2011"
"Rural Urban:","Total"

"postcode sector","All households","Owned: Owned outright","Owned: Owned with a mortgage or loan","Social rented: Rented from council (Local Authority)","Social rented: Other","Private rented: Private landlord or letting agency","Private rented: Other"
"BL7  9",4760,2036,1925,162,54,484,49
"BL8  1",5309,1782,2216,454,119,623,54
"BL8  2",4466,1895,1694,295,101,378,32
"BL8  3",3359,1231,1619,98,46,299,37
"BL8  4",1752,872,717,6,8,117,13
"BL9  0",1039,252,278,88,130,238,22
"BL9  5",2716,845,955,240,177,416,34
"BL9  6",3916,1094,1229,762,158,524,57
"BL9  7",4279,1007,1341,701,433,625,62
"BL9  8",3962,1838,1591,80,54,307,43
"BL9  9",4536,1172,1544,520,444,689,61
"BN1  1",1008,109,89,48,128,553,35
"BN1  2",2878,406,474,17,131,1727,67
"BN1  3",5735,869,1439,73,236,2917,124
"BN1  4",4011,498,950,246,326,1704,96
"BN1  5",4314,1381,1792,53,38,943,46
"BN1  6",7480,2057,2850,165,306,1802,109
"BN1  7",3305,682,1017,730,227,551,33
"BN1  8",5928,2202,2360,548,114,552,65
"BN1  9",1850,424,447,543,113,264,29
"BN10 7",3932,1399,1588,166,97,577,48
"BN10 8",4171,1586,1435,223,236,531,67
"BN11 1",2264,399,533,52,372,779,60
"BN11 2",4209,1225,1343,134,310,1043,95
"BN11 3",2499,642,433,24,125,1184,57
"BN11 4",4403,1158,1128,78,431,1438,104
"BN11 5",3003,1207,1030,16,90,596,33
"BN12 4",3523,1904,1124,46,109,270,32
"BN12 5",2288,1520,517,31,3,179,17
"BN12 6",3461,1321,1175,175,383,322,28
"BN13 1",3628,1203,1439,78,331,504,39
"BN13 2",4608,1693,1674,128,596,418,52
"BN13 3",3620,1370,1385,114,411,259,30
"BN14 0",2621,1327,924,74,50,176,33
"BN14 7",4471,1395,1921,66,246,727,65
"BN14 8",2738,819,1158,86,213,390,32
"BN14 9",3078,1140,1411,5,43,407,35
"BN15 0",3535,1354,1351,414,58,218,47
"BN15 8",3913,1814,1239,180,87,498,44
"BN15 9",4773,1678,1759,498,251,459,51
"BN16 1",3064,1632,895,139,107,216,29
"BN16 2",3523,2256,860,8,22,305,24
"BN16 3",3783,1644,1152,263,196,395,42
"BN16 4",2808,1168,1041,127,120,256,35
"BN17 5",3264,1045,687,68,140,1200,56
"BN17 6",5747,2082,2254,185,332,687,58
"BN17 7",3406,982,1051,494,229,517,36
"BN18 0",3351,1312,1203,217,157,307,56
"BN18 9",2308,967,651,126,116,320,40
"BN2  0",3339,612,765,698,324,788,63
"BN2  1",5946,848,1179,770,308,2563,127
"BN2  3",5127,770,1477,316,254,2125,101
"BN2  4",6005,976,1216,1538,755,1258,92
"BN2  5",5741,967,1034,1957,504,1072,70
"BN2  6",3924,1455,1390,474,190,300,43
"BN2  7",1967,953,633,33,18,266,29
"BN2  8",3852,1741,1462,20,116,379,40
"BN2  9",4789,834,1501,773,261,1233,81
"BN20 0",772,459,213,9,4,74,2
"BN20 7",2940,1578,540,15,106,580,56
"BN20 8",3471,1195,1225,579,79,338,20
"BN20 9",2333,1268,807,16,14,178,26
"BN21 1",3340,1413,941,34,203,636,58
"BN21 2",4362,1528,1187,32,261,1131,169
"BN21 3",2797,566,404,103,141,1466,62
"BN21 4",2307,674,332,35,60,1081,63
"BN22 0",4074,1691,1249,347,385,319,32
"BN22 7",2263,635,568,186,184,576,60
"BN22 8",4300,1116,1574,260,172,1035,70
"BN22 9",3153,753,947,568,296,506,34
"BN23 5",2965,902,956,3,38,1013,34
"BN23 6",3023,1207,922,74,287,428,42
"BN23 7",3402,1337,948,552,162,299,33
"BN23 8",3124,730,1139,551,252,343,28
"BN24 5",2537,1021,1094,84,33,228,22
"BN24 6",1540,804,472,5,4,204,26
"BN25 1",2344,907,572,113,75,609,39
"BN25 2",3335,1771,996,37,47,414,25
"BN25 3",3838,1703,1294,393,132,227,35
"BN25 4",1277,831,315,19,19,66,6
"BN26 5",2988,1484,882,221,48,250,37
"BN26 6",2452,1132,805,22,69,341,41
"BN27 1",2669,1171,1081,22,20,290,36
"BN27 2",2232,645,558,542,187,217,18
"BN27 3",4633,2131,1587,120,310,312,66
"BN27 4",1785,788,662,53,51,162,24
"BN3  1",5775,859,1436,24,326,2906,119
"BN3  2",4018,802,962,11,113,1970,77
"BN3  3",7192,1169,1737,395,156,3496,113
"BN3  4",3535,1059,1168,79,133,949,51
"BN3  5",5216,1154,1913,399,264,1318,81
"BN3  6",4602,1703,1843,38,72,847,39
"BN3  7",4011,1100,1496,475,273,564,38
"BN3  8",3375,1159,1044,738,59,281,27
"BN41 1",2691,489,1009,415,165,469,45
"BN41 2",5887,1805,2399,575,433,493,63
"BN42 4",4225,1552,1555,564,67,383,53
"BN43 5",5201,2105,2001,134,78,722,56
"BN43 6",4768,1627,1642,656,299,418,62
"BN44 3",4416,1959,1426,63,319,523,44
"BN45 7",273,73,101,1,25,56,5
"BN5  9",3051,1301,974,40,341,307,43
"BN6  8",3794,1861,1259,54,225,311,24
"BN6  9",3480,1272,1267,13,475,307,48
"BN7  1",3504,1458,1167,322,86,399,35
"BN7  2",3832,1086,1074,745,119,644,65
"BN7  3",1626,736,524,95,17,158,34
"BN8  4",2361,880,911,203,85,181,39
"BN8  5",2577,1134,752,223,86,269,33
"BN8  6",1673,575,568,51,52,317,39
"BN9  0",1650,573,609,26,204,203,15
"BN9  9",4166,1205,1415,488,127,798,52
"BR1  1",239,39,51,1,10,119,7
"BR1  2",4537,1766,1900,18,349,415,28
"BR1  3",5760,1548,2096,60,615,1265,80
"BR1  4",5999,1423,2070,378,1262,701,74
"BR1  5",6832,1412,2242,610,1579,780,80
"BR2  0",5476,1894,2014,29,363,1058,58
"BR2  6",944,450,351,3,23,104,2
"BR2  7",3495,1541,1540,12,137,215,22
"BR2  8",4341,1471,1649,136,730,259,18
"BR2  9",4746,1441,1927,15,340,871,49
"BR3  1",4491,1183,1389,75,672,1016,49
"BR3  3",4905,1866,2224,37,332,358,25
"BR3  4",5711,1446,2483,59,638,901,50
"BR3  5",3586,1132,1184,4,151,1004,61
"BR3  6",2400,1178,871,7,63,229,17
"BR4  0",3345,1413,1574,4,53,222,29
"BR4  9",3869,1724,1612,11,201,245,26
"BR5  1",4684,2260,1975,9,58,300,29
"BR5  2",5279,1276,1787,229,1466,355,41
"BR5  3",4410,973,1414,226,1251,350,50
"BR5  4",4421,1373,1352,171,1101,315,36
"BR6  0",4010,1534,1517,39,334,463,37
"BR6  6",2656,1189,1099,21,124,166,18
"BR6  7",3424,1495,1139,17,491,198,40
"BR6  8",3292,1717,1255,8,61,202,16
"BR6  9",5920,2708,2508,39,295,280,36
"BR7  5",2845,1256,1119,2,61,344,19
"BR7  6",4228,1585,1725,49,373,402,30
"BR8  7",6320,1925,2130,297,1378,352,31
"BR8  8",2835,1089,1128,53,243,222,34
"BS1  1",431,15,20,8,23,342,16
"BS1  2",108,6,9,0,3,79,8
"BS1  3",836,50,75,39,121,500,31
"BS1  4",304,24,32,6,43,178,8
"BS1  5",1471,159,171,16,254,737,38
"BS1  6",2380,281,340,671,135,830,51
"BS10 5",3737,821,1013,1221,124,451,41
"BS10 6",4453,1196,1441,938,172,520,45
"BS10 7",3557,897,934,1110,142,349,29
"BS11 0",4202,827,901,1699,350,313,37
"BS11 9",3226,939,1170,545,73,406,36
"BS13 0",3227,496,564,1723,193,131,18
"BS13 7",3452,1311,1286,357,54,344,33
"BS13 8",3182,841,832,910,235,234,45
"BS13 9",2697,601,623,965,265,156,29
"BS14 0",3517,1522,1559,61,60,245,29
"BS14 8",3411,1196,1142,559,199,246,28
"BS14 9",4956,1602,1661,658,347,534,62
"BS15 1",5070,1473,1962,218,205,1008,70
"BS15 3",3692,1620,1388,61,242,276,53
"BS15 4",4791,1703,1593,185,730,450,50
"BS15 8",3224,969,1197,121,275,545,56
"BS15 9",3352,1108,1373,92,336,344,38
"BS16 1",4235,1313,1371,357,220,735,110
"BS16 2",3906,1255,1168,514,241,606,44
"BS16 3",2926,828,965,176,106,730,56
"BS16 4",3770,969,1278,577,322,499,62
"BS16 5",4527,1468,1515,131,634,643,69
"BS16 6",4309,1914,1756,63,251,253,29
"BS16 7",3007,607,1574,3,48,576,178
"BS16 9",4110,1302,1735,112,456,365,49
"BS2  0",1598,76,242,288,211,653,18
"BS2  8",2691,237,207,485,569,959,93
"BS2  9",2905,445,584,580,452,703,56
"BS20 0",2107,824,777,144,155,157,19
"BS20 6",3607,1506,1257,166,305,283,41
"BS20 7",4838,1272,2291,49,296,733,45
"BS20 8",2528,1248,1022,15,51,155,15
"BS21 5",2101,657,1003,27,31,322,35
"BS21 6",3836,1444,1392,164,274,430,54
"BS21 7",4280,1891,1416,36,215,620,52
"BS22 6",3651,1439,1204,145,271,476,50
"BS22 7",4170,1007,2028,81,137,756,70
"BS22 8",4765,1679,1747,129,273,774,77
"BS22 9",3652,1609,1556,38,42,326,41
"BS23 1",2553,601,422,41,162,1228,66
"BS23 2",4676,1541,1252,45,159,1541,85
"BS23 3",5544,918,1380,918,880,1249,63
"BS23 4",3470,1243,1015,148,282,663,53
"BS24 0",830,424,301,22,19,43,9
"BS24 6",137,54,46,4,2,25,1
"BS24 7",3219,438,1582,46,174,865,69
"BS24 8",987,508,329,33,33,60,12
"BS24 9",2662,1230,810,183,132,231,43
"BS25 1",1948,993,599,61,70,174,24
"BS25 5",664,365,220,1,24,36,9
"BS26 2",2070,848,791,90,52,227,25
"BS27 3",2975,1278,1045,144,94,304,45
"BS28 4",1330,678,447,41,25,93,16
"BS29 6",1265,590,443,52,41,105,16
"BS3  1",4048,726,1249,492,221,1227,63
"BS3  2",2629,937,874,360,46,340,29
"BS3  3",3053,639,1052,196,100,950,53
"BS3  4",3676,575,1144,312,311,1199,66
"BS3  5",3363,862,1116,587,160,478,43
"BS30 5",1994,700,849,33,209,153,22
"BS30 6",1430,554,544,16,170,108,19
"BS30 7",1478,508,771,10,23,131,21
"BS30 8",4339,1194,1887,162,572,414,51
"BS30 9",3280,1536,1306,18,89,267,30
"BS31 1",3378,1581,1042,95,298,274,39
"BS31 2",3546,1216,1220,211,487,290,45
"BS31 3",1680,822,605,39,116,63,10
"BS32 0",3008,457,1566,1,36,883,30
"BS32 4",1722,766,649,26,98,129,23
"BS32 8",3304,622,1719,5,210,685,35
"BS32 9",1962,241,871,3,92,720,22
"BS34 5",3460,846,1409,168,595,353,32
"BS34 6",2702,1003,1021,100,275,236,27
"BS34 7",2990,864,980,119,424,514,33
"BS34 8",3411,1078,1490,19,193,537,35
"BS35 1",2777,1275,953,37,143,299,33
"BS35 2",2702,1086,991,64,319,165,38
"BS35 3",1335,692,417,22,81,84,11
"BS35 4",2026,761,871,27,71,232,34
"BS35 5",257,104,101,2,17,19,6
"BS36 1",2544,1169,909,59,209,145,22
"BS36 2",3694,1725,1411,68,207,197,29
"BS37 4",3426,1263,1421,35,226,395,49
"BS37 5",3261,954,1449,86,213,464,49
"BS37 6",3387,1474,1212,56,212,310,43
"BS37 7",2595,960,1214,8,112,238,20
"BS37 8",2445,716,1305,5,49,312,44
"BS37 9",323,120,123,11,27,28,3
"BS39 4",991,417,375,14,60,96,10
"BS39 5",1763,708,704,39,134,125,13
"BS39 6",1186,515,481,23,56,80,15
"BS39 7",2185,858,844,68,157,204,24
"BS4  1",4960,844,1283,1991,216,446,40
"BS4  2",4173,1313,1549,242,259,707,60
"BS4  3",3973,892,1513,114,298,980,65
"BS4  4",5436,1434,2141,752,97,831,72
"BS4  5",1580,534,570,266,34,135,20
"BS40 5",1858,780,644,51,73,228,38
"BS40 6",920,425,306,18,54,77,18
"BS40 7",679,305,213,20,19,89,13
"BS40 8",1552,703,546,27,81,131,35
"BS40 9",258,138,93,4,5,11,7
"BS41 8",326,143,126,3,5,38,7
"BS41 9",2161,802,891,64,141,167,45
"BS48 1",2325,923,833,122,147,234,22
"BS48 2",2999,1420,1152,45,92,227,29
"BS48 3",2196,1036,842,45,67,157,23
"BS48 4",2321,1115,876,48,105,143,16
"BS49 4",3422,1281,1430,102,206,295,37
"BS49 5",1422,615,494,56,92,128,17
"BS5  0",3734,353,517,1342,404,944,59
"BS5  6",5465,1137,1672,342,495,1598,110
"BS5  7",4829,1090,1682,628,201,1067,63
"BS5  8",4353,1171,1597,191,287,977,66
"BS5  9",4378,606,1114,969,314,1245,55
"BS6  5",4689,761,1092,160,575,1943,111
"BS6  6",5445,1050,1202,83,224,2737,88
"BS6  7",3909,1253,1448,35,84,1013,41
"BS7  0",6357,1494,1831,611,622,1528,93
"BS7  8",3937,1146,1519,41,94,1034,49
"BS7  9",6043,1418,2163,838,128,1308,74
"BS8  1",1986,206,294,132,152,1100,46
"BS8  2",3240,611,668,28,99,1718,78
"BS8  3",2303,876,575,19,87,647,40
"BS8  4",4183,993,921,106,149,1846,78
"BS9  1",2853,1369,948,90,13,367,21
"BS9  2",2803,1021,870,581,63,196,30
"BS9  3",3511,1541,1265,124,175,314,33
"BS9  4",3204,1494,1080,253,45,261,24
"CA1  1",1169,259,215,15,142,487,18
"CA1  2",5170,1313,1626,160,765,1099,93
"CA1  3",4823,1181,1857,248,974,433,50
"CA10 1",2409,1053,697,28,205,297,45
"CA10 2",1418,651,290,10,140,230,46
"CA10 3",1946,900,566,16,111,270,33
"CA11 0",1847,916,455,17,87,254,47
"CA11 7",1745,531,462,53,223,380,52
"CA11 8",3564,1568,980,79,475,300,59
"CA11 9",2745,960,924,37,262,415,40
"CA12 4",2046,1017,444,62,230,192,43
"CA12 5",1474,633,284,32,270,143,48
"CA13 0",3737,1650,1236,28,300,385,54
"CA13 9",2917,1251,782,78,364,308,47
"CA14 1",3628,1367,1291,116,601,188,20
"CA14 2",2506,742,820,66,374,413,36
"CA14 3",3878,1100,1076,250,1133,182,45
"CA14 4",2812,1346,997,14,121,264,24
"CA14 5",3199,900,804,197,1053,174,23
"CA15 6",2016,861,560,26,255,249,28
"CA15 7",2871,999,915,85,637,165,31
"CA15 8",2169,648,561,90,695,115,22
"CA16 6",2758,1313,691,15,166,395,57
"CA17 4",2152,1010,491,18,175,347,48
"CA18 1",157,67,24,4,14,43,3
"CA19 1",454,243,114,5,25,41,11
"CA2  4",4611,1374,1616,192,848,425,62
"CA2  5",3746,967,1209,53,445,944,77
"CA2  6",4409,1527,1474,190,875,227,46
"CA2  7",5360,1655,1950,206,813,595,74
"CA20 1",1532,814,480,7,51,137,17
"CA21 2",443,216,175,1,3,35,1
"CA22 2",3898,1417,1316,354,467,251,48
"CA23 3",628,266,237,8,23,73,12
"CA24 3",528,191,235,11,27,52,6
"CA25 5",2711,865,847,185,581,181,22
"CA26 3",1707,675,561,108,196,110,19
"CA27 0",676,291,272,11,17,65,10
"CA28 6",4075,1565,1852,172,239,180,27
"CA28 7",1599,431,293,202,331,218,26
"CA28 8",3669,1175,1430,311,420,234,59
"CA28 9",3014,832,876,610,430,187,28
"CA3  0",2666,1309,1038,16,51,173,19
"CA3  8",153,38,14,3,8,75,4
"CA3  9",3317,1284,1181,27,281,354,42
"CA4  0",1352,654,408,2,47,181,14
"CA4  8",2511,1220,862,19,114,223,32
"CA4  9",358,185,100,7,13,37,4
"CA5  6",1581,797,524,13,75,103,26
"CA5  7",1415,745,367,11,57,159,28
"CA6  4",1697,795,628,4,44,179,16
"CA6  5",1497,546,419,51,183,220,30
"CA6  6",651,341,200,5,17,50,9
"CA7  0",683,378,198,4,13,68,4
"CA7  1",638,319,176,1,41,65,15
"CA7  2",1147,462,374,22,147,98,12
"CA7  3",1291,525,364,29,225,107,20
"CA7  4",1793,838,464,25,227,170,29
"CA7  5",824,410,287,9,32,57,13
"CA7  8",774,409,216,7,32,78,13
"CA7  9",2515,948,809,61,425,218,18
"CA8  1",2155,761,613,64,363,253,49
"CA8  2",811,367,234,11,43,119,20
"CA8  7",643,325,143,12,33,100,15
"CA8  9",955,484,306,3,21,111,14
"CA9  3",996,412,261,24,113,137,18
"CB1  1",1596,359,215,215,128,552,75
"CB1  2",3099,699,676,160,247,1193,72
"CB1  3",7748,1702,1998,1331,363,2109,113
"CB1  7",1680,617,476,81,61,405,15
"CB1  8",2231,785,598,298,144,318,28
"CB1  9",3860,1020,1192,616,126,805,42
"CB10 1",2044,740,638,166,144,269,39
"CB10 2",3376,1152,1094,332,189,337,178
"CB11 3",3927,1465,1383,328,196,407,41
"CB11 4",3295,1216,1193,272,119,384,38
"CB2  0",627,76,50,22,271,163,34
"CB2  1",1027,171,114,146,124,372,54
"CB2  3",145,8,11,1,8,87,14
"CB2  7",62,27,5,1,0,14,6
"CB2  8",1378,448,257,27,224,284,27
"CB2  9",1375,394,367,194,67,274,22
"CB21 4",3421,1243,1260,416,106,259,28
"CB21 5",2287,956,651,233,124,194,33
"CB21 6",655,251,227,83,26,45,3
"CB22 3",3251,1105,1061,458,180,263,52
"CB22 4",1750,575,677,209,82,148,19
"CB22 5",3292,1442,950,360,81,347,24
"CB22 6",483,227,160,55,8,25,2
"CB22 7",1284,533,401,166,25,114,13
"CB23 1",1084,501,353,83,20,82,6
"CB23 2",800,340,244,108,25,55,8
"CB23 3",1363,211,583,56,308,112,23
"CB23 4",456,201,143,34,15,44,4
"CB23 5",815,111,418,4,67,155,4
"CB23 6",2149,264,999,21,354,295,18
"CB23 7",3359,1294,1307,192,141,262,31
"CB23 8",2131,799,890,50,66,254,21
"CB24 3",1719,543,735,131,46,204,16
"CB24 4",1343,427,594,84,43,144,14
"CB24 5",2750,961,1166,227,97,200,23
"CB24 6",1725,562,669,54,39,352,25
"CB24 8",2658,982,996,259,57,270,26
"CB24 9",3242,1329,1096,315,116,294,29
"CB25 0",3413,1294,1293,49,398,261,24
"CB25 9",3885,1315,1186,295,277,422,267
"CB3  0",2954,995,766,179,299,399,207
"CB3  9",1568,690,251,76,71,323,90
"CB4  1",6935,1464,1440,608,1209,1846,122
"CB4  2",5930,1213,1409,1749,359,884,68
"CB4  3",4950,1409,1012,665,422,1196,102
"CB5  8",4652,923,1098,1179,325,942,72
"CB6  1",5210,1615,1719,91,853,711,69
"CB6  2",4744,1645,2072,47,481,357,50
"CB6  3",5633,1887,2240,70,657,555,51
"CB7  4",3874,976,1157,52,568,816,73
"CB7  5",7376,2195,2753,117,977,992,101
"CB8  0",4284,1058,1084,486,652,686,66
"CB8  7",2841,760,926,74,236,641,71
"CB8  8",4106,1372,1281,139,277,740,83
"CB8  9",2934,1019,848,41,347,359,49
"CB9  0",3273,980,1369,182,352,309,32
"CB9  7",3841,1212,1707,100,290,394,38
"CB9  8",2430,480,790,387,319,380,35
"CB9  9",3449,758,1426,358,461,345,30
"CH1  1",522,121,85,13,50,225,9
"CH1  2",536,125,76,6,84,186,25
"CH1  3",2120,214,308,167,641,661,35
"CH1  4",2624,502,594,30,198,1113,84
"CH1  5",5731,1278,1709,743,1507,318,65
"CH1  6",2022,932,755,60,93,135,15
"CH2  1",3986,1611,1304,165,383,405,54
"CH2  2",3524,1241,1153,155,284,587,46
"CH2  3",4284,1165,1521,135,346,996,53
"CH2  4",3055,1126,1350,41,108,251,144
"CH3  5",5507,2187,1995,88,334,740,64
"CH3  6",2060,787,764,26,75,272,37
"CH3  7",2812,1346,997,37,123,251,25
"CH3  8",1649,799,573,30,67,133,21
"CH3  9",1742,675,508,30,130,300,31
"CH4  0",4287,1481,1816,489,32,360,49
"CH4  7",3299,1505,1035,46,148,494,31
"CH4  8",4943,1228,1799,600,613,559,60
"CH4  9",1425,568,526,32,34,199,20
"CH41 0",1581,440,638,83,62,313,32
"CH41 1",338,12,37,9,116,128,9
"CH41 2",1450,175,247,79,501,409,16
"CH41 3",720,48,56,142,332,120,11
"CH41 4",1415,167,199,139,564,308,13
"CH41 5",495,50,52,7,224,150,9
"CH41 6",125,0,1,3,105,16,0
"CH41 7",1043,100,149,336,243,203,5
"CH41 8",1232,201,210,300,273,226,14
"CH41 9",828,118,177,29,203,214,15
"CH42 0",1170,242,324,37,146,389,18
"CH42 1",1499,163,198,298,503,294,14
"CH42 2",967,197,270,41,178,229,12
"CH42 3",1208,135,223,202,374,237,9
"CH42 4",1849,445,493,238,218,373,16
"CH42 5",1448,248,369,68,271,456,22
"CH42 6",1832,576,734,79,118,273,20
"CH42 7",1027,200,293,25,148,312,27
"CH42 8",987,400,394,44,38,93,7
"CH42 9",1687,403,691,12,50,476,41
"CH43 0",2118,939,938,52,42,123,11
"CH43 1",1420,312,371,16,294,388,14
"CH43 2",1989,857,758,6,54,273,15
"CH43 3",1176,421,473,80,104,75,13
"CH43 4",1406,199,292,53,344,468,26
"CH43 5",1790,578,618,30,107,390,22
"CH43 6",840,345,253,3,62,138,10
"CH43 7",2331,344,661,485,525,267,20
"CH43 8",801,296,267,1,37,172,5
"CH43 9",3251,926,1161,363,408,295,26
"CH44 0",1343,248,424,57,211,351,36
"CH44 1",1172,308,429,11,40,355,19
"CH44 2",1159,482,434,44,61,105,17
"CH44 3",1024,477,388,8,11,125,6
"CH44 4",1871,386,581,189,246,412,34
"CH44 5",1449,405,441,100,180,284,23
"CH44 6",1195,152,228,126,391,272,11
"CH44 7",916,128,161,98,255,252,10
"CH44 8",1432,245,387,46,203,479,36
"CH44 9",1556,401,540,19,70,499,17
"CH45 0",685,258,276,1,5,128,7
"CH45 1",1302,425,467,12,52,286,28
"CH45 2",1441,316,306,15,277,488,22
"CH45 3",1149,541,441,4,5,131,17
"CH45 4",1705,558,664,6,17,409,31
"CH45 5",1931,587,785,12,60,451,21
"CH45 6",1018,452,457,1,2,89,7
"CH45 7",1478,408,608,13,71,334,26
"CH45 8",1938,794,717,22,119,225,27
"CH45 9",1026,336,303,4,25,320,18
"CH46 0",1631,830,626,8,8,125,15
"CH46 1",1082,209,402,54,310,77,10
"CH46 2",1175,238,258,96,437,118,7
"CH46 3",795,215,386,12,49,114,12
"CH46 5",236,126,97,0,1,8,4
"CH46 6",2296,829,1094,37,38,234,38
"CH46 7",1229,272,329,207,269,102,20
"CH46 8",1348,290,372,261,253,133,13
"CH46 9",1369,418,436,151,195,143,15
"CH47 0",245,92,116,8,12,12,3
"CH47 1",276,136,98,2,2,29,5
"CH47 2",965,325,366,9,20,207,29
"CH47 3",990,386,402,17,18,140,16
"CH47 4",440,194,108,20,25,77,9
"CH47 5",286,136,129,0,0,16,3
"CH47 6",362,179,167,0,1,12,2
"CH47 7",486,252,210,0,0,16,1
"CH47 9",525,260,235,1,3,23,1
"CH48 0",862,367,249,3,15,190,19
"CH48 1",346,185,141,4,1,9,1
"CH48 2",547,299,216,0,4,20,4
"CH48 3",670,295,210,2,34,117,3
"CH48 4",408,119,106,2,53,113,8
"CH48 5",1146,510,408,20,25,148,17
"CH48 6",890,325,312,77,100,54,3
"CH48 7",239,111,107,1,2,13,3
"CH48 8",522,293,202,2,0,17,2
"CH48 9",1003,543,380,4,6,54,6
"CH49 0",833,270,299,65,60,98,20
"CH49 1",984,491,437,2,5,37,2
"CH49 2",1538,657,673,30,56,92,12
"CH49 3",1492,805,545,4,22,76,15
"CH49 4",2284,766,989,108,122,222,30
"CH49 5",686,246,236,51,65,76,4
"CH49 6",1688,779,686,23,62,109,7
"CH49 7",972,196,267,232,131,108,22
"CH49 8",1304,192,271,309,294,175,12
"CH49 9",811,134,211,205,138,93,8
"CH5  1",3746,1158,1188,588,213,477,55
"CH5  2",3172,908,963,509,348,369,32
"CH5  3",4016,1545,1745,192,18,404,44
"CH5  4",6723,2014,2908,676,310,650,74
"CH6  5",5354,1603,1946,934,331,425,69
"CH6  6",1612,510,567,238,83,173,23
"CH60 0",608,337,192,2,2,60,8
"CH60 1",788,442,291,1,1,40,4
"CH60 2",641,377,238,1,0,18,2
"CH60 3",404,236,162,0,0,6,0
"CH60 4",355,228,117,0,0,4,0
"CH60 5",865,316,307,24,49,152,8
"CH60 6",517,308,187,4,3,10,4
"CH60 7",590,291,187,1,25,76,4
"CH60 8",391,247,121,0,1,19,0
"CH60 9",534,307,205,1,0,16,1
"CH61 0",211,103,82,3,1,14,4
"CH61 1",503,242,221,1,3,26,4
"CH61 2",251,142,93,0,5,7,1
"CH61 3",760,374,255,4,34,68,11
"CH61 4",1221,609,488,5,6,71,13
"CH61 5",1149,464,448,48,102,67,7
"CH61 6",1066,422,391,56,113,69,6
"CH61 7",870,425,309,19,54,45,4
"CH61 8",996,486,354,27,40,69,10
"CH61 9",710,324,305,20,18,36,6
"CH62 0",478,144,217,9,33,59,11
"CH62 1",1471,336,498,87,200,318,20
"CH62 2",1485,577,654,27,62,146,9
"CH62 3",492,102,260,4,6,108,7
"CH62 4",887,242,333,3,125,154,18
"CH62 5",1133,265,311,36,259,226,22
"CH62 6",1611,773,669,10,39,95,9
"CH62 7",1481,450,508,162,193,142,11
"CH62 8",2069,873,850,82,85,146,16
"CH62 9",1538,468,554,187,146,130,20
"CH63 0",1878,1005,791,2,3,60,7
"CH63 1",146,96,42,0,0,4,1
"CH63 2",2052,810,829,94,141,139,18
"CH63 3",1783,723,660,82,176,108,14
"CH63 4",135,43,31,0,3,38,8
"CH63 5",1661,645,653,115,109,109,14
"CH63 6",194,42,47,2,8,65,7
"CH63 7",1735,565,615,65,213,209,18
"CH63 8",1276,555,517,6,16,146,16
"CH63 9",1874,998,685,1,8,151,10
"CH64 0",1238,567,541,11,10,82,12
"CH64 1",617,308,203,22,23,55,2
"CH64 2",558,319,180,3,13,34,2
"CH64 3",897,221,266,141,137,107,6
"CH64 4",1227,623,415,49,22,96,9
"CH64 5",369,203,130,4,0,19,6
"CH64 6",1333,703,429,23,29,116,16
"CH64 7",118,56,37,10,7,5,1
"CH64 8",66,37,19,0,0,8,2
"CH64 9",1964,693,606,335,128,164,11
"CH65 0",494,81,149,216,9,21,5
"CH65 2",1324,173,305,463,156,173,11
"CH65 3",450,69,223,92,22,32,1
"CH65 4",477,77,131,38,11,184,11
"CH65 5",1489,257,495,466,78,121,17
"CH65 6",1329,662,574,18,5,56,6
"CH65 7",1523,389,539,463,8,81,14
"CH65 8",2061,314,554,626,120,386,21
"CH65 9",2352,612,922,521,85,158,16
"CH66 1",2755,833,957,435,147,293,22
"CH66 2",5148,1955,2653,174,10,273,42
"CH66 3",2586,593,803,889,30,197,32
"CH66 4",3571,1549,1644,102,16,179,27
"CH66 5",443,200,159,21,3,39,6
"CH66 6",154,66,70,0,0,17,0
"CH66 7",76,37,28,1,0,5,1
"CH7  1",4313,1638,1358,492,290,404,57
"CH7  2",4121,1311,1488,516,224,473,44
"CH7  3",2579,1009,1149,143,25,188,42
"CH7  4",2570,1016,916,261,60,225,39
"CH7  5",2791,1275,1026,162,23,213,36
"CH7  6",4779,2143,1963,209,39,320,47
"CH8  7",3870,1152,1304,698,246,347,56
"CH8  8",2577,1113,1068,121,23,164,34
"CH8  9",2282,800,787,319,40,253,45
"CM0  7",3383,1232,1402,21,296,333,37
"CM0  8",3519,1436,1209,26,375,368,50
"CM1  1",1680,299,393,40,265,610,28
"CM1  2",6630,1745,2137,369,1532,647,58
"CM1  3",3550,1268,1114,72,522,476,45
"CM1  4",5452,1917,1812,192,819,537,52
"CM1  6",5354,1665,2666,39,351,519,48
"CM1  7",3457,1365,1294,47,301,360,32
"CM11 1",2742,1206,1233,28,76,171,10
"CM11 2",4700,1994,1943,254,133,298,34
"CM12 0",5218,2105,2221,252,132,433,35
"CM12 9",3225,1624,1163,147,30,198,29
"CM13 1",3392,1318,1296,390,48,263,28
"CM13 2",4262,1649,1506,655,52,316,33
"CM13 3",2449,1136,839,182,10,216,24
"CM14 4",4740,1253,1760,336,319,870,67
"CM14 5",3966,1182,1608,201,207,622,49
"CM15 0",3435,1557,1355,195,117,133,24
