
"QS302EW - General health"
"ONS Crown Copyright Reserved [from Nomis on 12 August 2018]"
"Population :","All usual residents"
"Units      :","Persons"
"Date       :","2011"
"Rural Urban:","Total"

"postcode sector","All categories: General health","Very good health","Good health","Fair health","Bad health","Very bad health"
"NE67 5",834,342,329,126,28,9
"NE68 7",1959,767,721,338,95,38
"NE69 7",414,160,149,78,22,5
"NE7  7",15468,7799,5017,1922,569,161
"NE70 7",1754,733,612,302,84,23
"NE71 6",2949,1133,1125,523,134,34
"NE8  1",5856,2685,1916,762,382,111
"NE8  2",7164,3034,2357,1053,550,170
"NE8  3",8285,3469,2723,1290,622,181
"NE8  4",12125,5650,3958,1677,620,220
"NE9  5",10263,4818,3275,1450,526,194
"NE9  6",15719,6737,5221,2499,986,276
"NE9  7",11526,4425,3846,2079,891,285
"NG1  1",3786,2222,1218,253,72,21
"NG1  3",2603,1354,840,265,105,39
"NG1  4",3940,2085,1334,371,119,31
"NG1  5",1795,1124,549,105,14,3
"NG1  6",281,177,83,13,6,2
"NG1  7",492,264,173,34,16,5
"NG10 1",7938,3446,2869,1173,359,91
"NG10 2",4613,2009,1695,680,186,43
"NG10 3",14380,6557,5108,2023,514,178
"NG10 4",10829,4859,3828,1587,438,117
"NG10 5",8889,3945,3152,1291,373,128
"NG11 0",2431,1159,871,304,67,30
"NG11 6",8233,4159,2730,980,262,102
"NG11 7",4428,2123,1496,593,174,42
"NG11 8",13340,5323,4744,2271,775,227
"NG11 9",9067,3671,3172,1511,547,166
"NG12 1",2527,1099,915,390,97,26
"NG12 2",6537,3126,2213,896,233,69
"NG12 3",10862,5196,3714,1378,446,128
"NG12 4",4857,2491,1620,561,149,36
"NG12 5",8382,3955,2985,1099,279,64
"NG13 0",4508,2337,1450,571,120,30
"NG13 8",11712,6104,3838,1308,363,99
"NG13 9",5164,2395,1775,709,225,60
"NG14 5",3922,1882,1360,536,117,27
"NG14 6",9537,4367,3308,1341,405,116
"NG14 7",5980,2864,2084,751,213,68
"NG15 0",2076,842,759,337,110,28
"NG15 6",14763,6335,5147,2351,751,179
"NG15 7",12829,5709,4317,1972,681,150
"NG15 8",5271,2427,1839,766,187,52
"NG15 9",5759,2736,1969,790,210,54
"NG16 1",9349,4484,3237,1153,358,117
"NG16 2",16473,7161,5913,2436,755,208
"NG16 3",10812,4122,3870,1946,708,166
"NG16 4",5405,2158,1955,887,322,83
"NG16 5",10047,4174,3602,1594,512,165
"NG16 6",11465,4615,3991,1962,692,205
"NG17 1",6439,2969,2137,935,319,79
"NG17 2",14585,5827,4909,2626,972,251
"NG17 3",8900,3539,3156,1530,534,141
"NG17 4",9768,4109,3419,1553,548,139
"NG17 5",6475,2690,2161,1075,436,113
"NG17 7",9204,3511,3227,1654,621,191
"NG17 8",11236,4921,3792,1724,626,173
"NG17 9",6179,2389,2271,1067,353,99
"NG18 1",1438,570,503,233,90,42
"NG18 2",7952,3154,2798,1286,559,155
"NG18 3",11644,4837,4138,1789,684,196
"NG18 4",12656,6052,4348,1621,492,143
"NG18 5",7836,3276,2752,1230,447,131
"NG19 0",11328,4944,3769,1767,635,213
"NG19 6",11773,4415,4067,2203,859,229
"NG19 7",9163,3740,3093,1524,611,195
"NG19 8",10182,3952,3415,1821,773,221
"NG19 9",9830,4292,3426,1462,517,133
"NG2  1",2255,939,785,348,139,44
"NG2  2",6140,2694,2220,792,326,108
"NG2  3",1789,911,609,164,80,25
"NG2  4",10318,4479,3551,1467,611,210
"NG2  5",9159,5293,2748,820,250,48
"NG2  6",12428,7111,3716,1190,327,84
"NG2  7",16520,9173,5022,1736,461,128
"NG20 0",9264,3589,3049,1726,702,198
"NG20 8",9976,3871,3188,1749,902,266
"NG20 9",6950,2738,2235,1280,541,156
"NG21 0",12150,4904,4158,2027,832,229
"NG21 9",10031,4440,3242,1596,583,170
"NG22 0",6804,3049,2361,1024,289,81
"NG22 8",7649,3533,2593,1069,343,111
"NG22 9",11840,4789,4054,2034,750,213
"NG23 5",7164,3622,2421,846,218,57
"NG23 6",5345,2593,1838,679,179,56
"NG23 7",4736,2049,1665,776,200,46
"NG24 1",6771,3085,2423,942,254,67
"NG24 2",10382,4938,3709,1275,357,103
"NG24 3",13627,6263,4762,1965,483,154
"NG24 4",14025,5737,4990,2375,701,222
"NG25 0",8913,4476,3017,1055,300,65
"NG3  1",4721,2251,1521,614,246,89
"NG3  2",4736,2023,1615,720,290,88
"NG3  3",7058,2991,2406,1048,481,132
"NG3  4",4123,1879,1394,569,213,68
"NG3  5",9332,4629,3141,1145,322,95
"NG3  6",10910,5058,3804,1496,438,114
"NG3  7",7308,3114,2559,1146,373,116
"NG31 6",3510,1461,1254,560,192,43
"NG31 7",13714,6335,4845,1845,568,121
"NG31 8",13855,6397,4840,1853,612,153
"NG31 9",13262,5873,4652,1945,605,187
"NG32 1",4215,1918,1455,623,172,47
"NG32 2",3505,1575,1255,491,141,43
"NG32 3",4708,2140,1746,597,177,48
"NG33 4",4789,2343,1637,609,156,44
"NG33 5",5070,2369,1771,689,190,51
"NG34 0",5926,2655,2151,800,243,77
"NG34 7",12895,5765,4729,1752,514,135
"NG34 8",11199,5593,3732,1414,370,90
"NG34 9",11182,4702,3899,1844,582,155
"NG4  1",12868,5718,4403,1976,595,176
"NG4  2",8671,3899,3064,1249,350,109
"NG4  3",10491,4639,3672,1650,402,128
"NG4  4",8805,3983,3070,1290,361,101
"NG5  1",9262,4309,3246,1211,367,129
"NG5  2",5919,2723,2141,764,223,68
"NG5  3",5612,2441,1976,823,291,81
"NG5  4",9505,4415,3319,1308,361,102
"NG5  5",16756,6944,5884,2701,954,273
"NG5  6",12113,5411,4372,1693,520,117
"NG5  7",7272,2917,2606,1228,400,121
"NG5  8",11789,5121,4296,1740,497,135
"NG5  9",9327,4203,3240,1315,431,138
"NG6  0",8889,3791,3216,1297,428,157
"NG6  7",4600,1940,1704,690,226,40
"NG6  8",15552,6285,5316,2624,999,328
"NG6  9",8444,3489,3007,1343,475,130
"NG7  1",11780,7309,3253,882,249,87
"NG7  2",13506,8370,4051,796,224,65
"NG7  3",6924,3419,2254,813,350,88
"NG7  4",5005,2493,1753,555,147,57
"NG7  5",7846,3601,2761,984,384,116
"NG7  6",8848,4006,3251,1073,379,139
"NG7  7",4103,1978,1327,542,199,57
"NG8  1",9746,4940,3024,1230,408,144
"NG8  2",11094,5210,3766,1558,446,114
"NG8  3",9804,3851,3104,1722,809,318
"NG8  4",8152,3296,2628,1394,624,210
"NG8  5",13255,5899,4525,1907,719,205
"NG8  6",11910,5470,3837,1725,676,202
"NG9  1",10052,4902,3405,1266,390,89
"NG9  2",13412,6727,4449,1599,495,142
"NG9  3",11156,5200,3929,1542,370,115
"NG9  4",5785,2546,1994,919,261,65
"NG9  5",8186,3693,2887,1199,332,75
"NG9  6",9381,4832,3207,1070,209,63
"NG9  7",6003,2727,2176,851,199,50
"NG9  8",9238,3934,3318,1432,417,137
"NN1  1",1701,787,633,196,68,17
"NN1  2",3140,1419,1135,394,154,38
"NN1  3",6228,2881,2405,687,199,56
"NN1  4",10540,5081,3783,1228,362,86
"NN1  5",8225,3855,2972,1003,303,92
"NN10 0",13451,6056,4978,1715,549,153
"NN10 6",5632,2480,2159,728,205,60
"NN10 8",8083,3812,2843,1071,261,96
"NN10 9",11065,4884,4085,1591,391,114
"NN11 0",5373,2816,1908,497,120,32
"NN11 2",1313,610,513,148,28,14
"NN11 3",6290,3145,2196,700,190,59
"NN11 4",11581,4874,4190,1777,577,163
"NN11 6",3054,1541,1065,359,73,16
"NN11 7",1759,729,686,265,74,5
"NN11 8",1488,852,479,121,25,11
"NN11 9",6584,3046,2438,794,239,67
"NN12 6",7603,3638,2778,882,236,69
"NN12 7",6189,3214,2079,680,170,46
"NN12 8",9235,4915,3046,990,225,59
"NN13 5",5528,2989,1903,500,110,26
"NN13 6",10250,5313,3626,1023,213,75
"NN13 7",2950,1371,1063,395,97,24
"NN14 1",10009,5091,3469,1105,263,81
"NN14 2",10697,4928,3955,1380,348,86
"NN14 3",4349,2132,1586,493,103,35
"NN14 4",10520,5189,3690,1245,304,92
"NN14 6",7694,3439,2844,1030,308,73
"NN15 5",14736,6793,5519,1817,479,128
"NN15 6",13282,6056,4770,1763,541,152
"NN15 7",5947,2791,2133,772,200,51
"NN16 0",7566,3089,2713,1219,432,113
"NN16 8",7921,3595,2883,1071,299,73
"NN16 9",14656,6695,5376,1826,579,180
"NN17 1",9666,4088,3489,1482,446,161
"NN17 2",12295,5286,4400,1805,621,183
"NN17 3",4163,2004,1444,549,127,39
"NN17 4",585,367,182,26,9,1
"NN18 0",8803,3724,3128,1332,483,136
"NN18 8",14719,8027,4901,1251,426,114
"NN18 9",9389,3881,3424,1374,535,175
"NN2  6",9413,4494,3362,1133,327,97
"NN2  7",14586,6428,5386,2023,569,180
"NN2  8",14140,6113,5425,1926,541,135
"NN29 7",11520,5146,4249,1557,443,125
"NN3  2",11653,5092,4291,1644,484,142
"NN3  3",9133,4183,3433,1184,257,76
"NN3  5",9237,4398,3202,1138,380,119
"NN3  6",6916,2653,2585,1242,344,92
"NN3  7",5931,2589,2325,772,195,50
"NN3  8",16057,7060,5952,2092,747,206
"NN3  9",9659,4386,3667,1170,340,96
"NN4  0",10706,5748,3730,929,231,68
"NN4  5",4404,2827,1233,255,71,18
"NN4  6",10674,6250,3299,873,205,47
"NN4  7",642,326,213,79,19,5
"NN4  8",14515,6640,5414,1774,538,149
"NN4  9",5773,2980,2027,576,149,41
"NN5  4",4252,2370,1358,381,112,31
"NN5  5",7086,3067,2645,1023,271,80
"NN5  6",15997,7173,6027,2172,486,139
"NN5  7",10715,4618,3824,1515,572,186
"NN6  0",7859,3706,2911,973,214,55
"NN6  6",3043,1545,1062,330,82,24
"NN6  7",7837,4071,2554,927,216,69
"NN6  8",5329,2786,1811,573,119,40
"NN6  9",9256,4938,3044,973,234,67
"NN7  1",4644,2237,1649,568,160,30
"NN7  2",6678,3200,2397,840,183,58
"NN7  3",7891,3654,2888,973,281,95
"NN7  4",8086,3806,2969,974,262,75
"NN8  1",7082,2947,2770,987,289,89
"NN8  2",11325,4882,4022,1762,493,166
"NN8  3",12439,5021,4656,1992,590,180
"NN8  4",10554,4605,3898,1464,475,112
"NN8  5",7647,3626,2861,888,206,66
"NN9  5",14887,6433,5523,2188,588,155
"NN9  6",11390,5092,4177,1568,420,133
"NR1  1",4788,2267,1684,614,178,45
"NR1  2",8023,3415,2910,1216,379,103
"NR1  3",4305,1750,1542,739,217,57
"NR1  4",7675,3160,2894,1152,370,99
"NR10 3",10594,4878,3932,1312,342,130
"NR10 4",5573,2612,1988,747,179,47
"NR10 5",6645,2944,2509,911,219,62
"NR11 6",7772,3254,2824,1305,302,87
"NR11 7",2976,1319,1076,449,104,28
"NR11 8",6933,2652,2614,1195,359,113
"NR12 0",4503,1666,1700,817,245,75
"NR12 7",3427,1471,1270,505,129,52
"NR12 8",6715,2539,2595,1150,345,86
"NR12 9",5790,2320,2184,887,314,85
"NR13 3",6802,2911,2513,1031,281,66
"NR13 4",6925,3089,2601,920,255,60
"NR13 5",7558,3520,2760,929,271,78
"NR13 6",5404,2484,1893,796,185,46
"NR14 6",7305,3369,2519,1053,282,82
"NR14 7",8272,3884,2944,1082,283,79
"NR14 8",8170,4016,2891,972,232,59
"NR15 1",6850,3396,2329,868,197,60
"NR15 2",8956,4243,3275,1073,279,86
"NR16 1",5532,2647,1971,696,165,53
"NR16 2",6421,2878,2423,810,247,63
"NR17 1",7062,3188,2575,999,240,60
"NR17 2",8710,3760,3216,1299,341,94
"NR18 0",12223,5536,4469,1636,443,139
"NR18 9",5333,2835,1749,567,146,36
"NR19 1",11053,4643,4071,1737,474,128
"NR19 2",9306,4180,3295,1316,399,116
"NR2  1",1114,465,404,167,60,18
"NR2  2",6762,3433,2192,813,256,68
"NR2  3",12032,6602,3920,1163,262,85
"NR2  4",6043,2300,2126,1069,443,105
"NR20 3",7439,3213,2812,1067,286,61
"NR20 4",6941,3084,2438,1040,301,78
"NR20 5",4951,2205,1774,726,184,62
"NR21 0",3250,1350,1220,513,134,33
"NR21 7",3295,1334,1322,484,125,30
"NR21 8",5164,2051,1845,956,247,65
"NR21 9",4106,1695,1554,640,165,52
"NR22 6",819,278,336,161,32,12
"NR23 1",3009,1092,1194,513,139,71
"NR24 2",4462,1968,1598,672,175,49
"NR25 6",5511,2053,2074,1023,264,97
"NR25 7",3367,1403,1242,539,145,38
"NR26 8",8299,3010,3103,1649,406,131
"NR27 0",5250,1982,1926,948,304,90
"NR27 9",6483,2226,2594,1232,351,80
"NR28 0",9282,3692,3519,1555,412,104
"NR28 9",8250,3172,3066,1469,424,119
"NR29 3",6914,2894,2538,1070,329,83
"NR29 4",8411,3204,3092,1521,446,148
"NR29 5",4599,1740,1723,821,245,70
"NR3  1",4742,2005,1630,770,262,75
"NR3  2",8834,3596,3250,1412,467,109
"NR3  3",10413,4418,3802,1521,533,139
"NR3  4",8982,4196,3267,1144,286,89
"NR30 1",4431,1752,1561,751,279,88
"NR30 2",5565,1987,2162,974,334,108
"NR30 3",4419,1728,1554,765,289,83
"NR30 4",7210,2653,2597,1337,491,132
"NR30 5",9076,3507,3237,1672,485,175
"NR31 0",7144,3007,2551,1092,385,109
"NR31 6",8799,3742,3102,1424,412,119
"NR31 7",11015,4571,3753,1822,689,180
"NR31 8",13107,5386,4724,2082,694,221
"NR31 9",9849,4227,3680,1395,431,116
"NR32 1",3922,1414,1455,733,257,63
"NR32 2",9238,3647,3469,1474,506,142
"NR32 3",8222,3433,2950,1356,383,100
"NR32 4",13267,5285,4802,2197,724,259
"NR32 5",4008,1755,1444,589,162,58
"NR33 0",8315,3305,2981,1390,500,139
"NR33 7",9176,3316,3350,1720,608,182
"NR33 8",13572,6526,4724,1647,534,141
"NR33 9",8404,3104,3162,1497,490,151
"NR34 0",2235,987,797,329,97,25
"NR34 7",7729,3470,2757,1115,310,77
"NR34 8",3002,1287,1096,460,126,33
"NR34 9",9303,3796,3333,1568,469,137
"NR35 1",5723,2463,2052,842,270,96
"NR35 2",5171,2274,1804,803,219,71
"NR4  6",8885,4085,3165,1208,338,89
"NR4  7",12637,6340,4249,1514,421,113
"NR5  0",8438,3476,3091,1380,375,116
"NR5  8",12837,5617,4468,1878,672,202
"NR5  9",8013,3811,2685,1049,328,140
"NR6  5",7104,2853,2654,1219,305,73
"NR6  6",7506,3137,2884,1109,292,84
"NR6  7",9298,4051,3578,1271,318,80
"NR7  0",13532,6303,4886,1774,448,121
"NR7  8",11040,4316,4454,1703,461,106
"NR7  9",7239,2593,2814,1333,395,104
"NR8  5",4605,2450,1556,451,118,30
"NR8  6",15881,7722,5650,1782,467,260
"NR9  3",7346,3452,2627,933,268,66
"NR9  4",4677,2136,1685,638,169,49
"NR9  5",4822,2200,1758,676,150,38
"NW1  0",6902,3412,2291,794,298,107
"NW1  1",7612,3453,2379,1080,491,209
"NW1  2",1874,937,585,229,107,16
"NW1  3",6985,3546,2103,852,354,130
"NW1  4",3045,1644,1025,277,78,21
"NW1  5",3068,1659,962,270,121,56
"NW1  6",5546,3019,1726,540,183,78
"NW1  7",6486,3690,1900,562,251,83
"NW1  8",8474,4281,2556,1031,451,155
"NW1  9",10347,5254,3291,1133,513,156
"NW10 0",11063,5143,3704,1491,538,187
"NW10 1",10006,4855,3470,1218,347,116
"NW10 2",9068,4405,3101,1078,356,128
"NW10 3",8483,4335,2782,950,310,106
"NW10 4",10100,4987,3310,1203,436,164
"NW10 5",13687,7110,4431,1451,527,168
"NW10 6",2729,1315,951,299,124,40
"NW10 7",3606,1870,1266,334,109,27
"NW10 8",13236,6169,4412,1716,678,261
"NW10 9",10019,4606,3477,1267,501,168
"NW11 0",6691,4096,1812,563,167,53
"NW11 6",6367,3694,1937,555,128,53
"NW11 7",5285,3027,1661,469,95,33
"NW11 8",6889,3749,2183,652,228,77
"NW11 9",7452,4373,2066,701,226,86
"NW2  1",8799,4223,3024,1062,350,140
"NW2  2",7460,3780,2427,808,327,118
"NW2  3",10316,5309,3451,1047,380,129
"NW2  4",7841,4118,2509,820,293,101
"NW2  5",10054,5058,3410,1067,383,136
"NW2  6",11527,5711,3842,1353,461,160
"NW2  7",10971,5199,3849,1351,460,112
"NW3  1",5050,3194,1331,377,112,36
"NW3  2",12990,7077,3837,1347,553,176
"NW3  3",8166,4655,2296,790,322,103
"NW3  4",8626,5084,2587,702,194,59
"NW3  5",5388,3303,1533,408,104,40
"NW3  6",6067,3515,1711,564,197,80
"NW3  7",5604,3379,1574,486,123,42
"NW4  1",6515,3440,2056,760,195,64
"NW4  2",8335,4804,2478,738,228,87
"NW4  3",9180,4502,3243,1020,299,116
"NW4  4",7902,4143,2656,792,221,90
"NW5  1",8703,4467,2755,995,354,132
"NW5  2",9675,4920,3035,1068,478,174
"NW5  3",3842,1993,1209,414,175,51
"NW5  4",8905,4030,2868,1195,590,222
"NW6  1",10868,6386,3262,833,291,96
"NW6  2",6295,3193,1992,673,327,110
"NW6  3",7403,4442,2190,552,168,51
"NW6  4",7181,3604,2334,789,347,107
"NW6  5",10843,4994,3537,1408,653,251
"NW6  6",8575,4749,2655,822,247,102
"NW6  7",12738,6649,4021,1354,556,158
"NW7  1",6383,3359,2108,651,208,57
"NW7  2",7478,3845,2574,767,222,70
"NW7  3",6211,3228,2124,636,167,56
"NW7  4",5598,3199,1717,499,139,44
"NW8  0",7591,4072,2237,846,330,106
"NW8  6",4270,2318,1265,455,177,55
"NW8  7",5147,2725,1563,545,230,84
"NW8  8",10635,4591,3297,1597,832,318
"NW8  9",6710,3929,1884,575,251,71
"NW9  0",10434,5007,3710,1203,400,114
"NW9  5",16169,8161,5464,1745,608,191
"NW9  6",7588,3480,2886,862,275,85
"NW9  7",6393,2821,2299,846,320,107
"NW9  8",10019,4585,3634,1285,364,151
"NW9  9",9942,4474,3674,1268,391,135
"OL1  2",8465,3808,2788,1255,446,168
"OL1  3",3686,1396,1213,709,306,62
"OL1  4",9329,4368,2980,1288,550,143
"OL10 1",3418,1446,1077,583,244,68
"OL10 2",7205,3373,2432,1012,321,67
"OL10 3",7947,3258,2582,1295,630,182
"OL10 4",9224,4087,3097,1348,541,151
"OL11 1",6705,2847,2313,1029,377,139
"OL11 2",10601,4448,3470,1692,775,216
"OL11 3",9313,3847,3098,1532,644,192
"OL11 4",7025,2911,2402,1148,440,124
"OL11 5",12168,5991,3976,1610,475,116
"OL12 0",5407,2303,1909,776,337,82
"OL12 6",12152,5152,4207,1829,737,227
"OL12 7",9936,4934,3273,1244,379,106
"OL12 8",7500,3359,2478,1207,356,100
"OL12 9",10672,4518,3546,1649,757,202
"OL13 0",3834,1696,1232,607,243,56
"OL13 8",4440,1996,1528,605,241,70
"OL13 9",6825,3043,2259,1029,384,110
"OL14 5",4630,1891,1595,775,299,70
"OL14 6",3619,1653,1281,490,160,35
"OL14 7",3073,1395,1007,484,143,44
"OL14 8",4159,1885,1375,607,216,76
"OL15 0",3973,1764,1375,625,169,40
"OL15 8",5463,2753,1759,693,219,39
"OL15 9",5025,2359,1641,719,247,59
"OL16 1",445,164,156,77,38,10
"OL16 2",10772,4638,3632,1616,659,227
"OL16 3",8462,4087,2759,1067,406,143
"OL16 4",11684,5511,3762,1639,616,156
"OL16 5",6462,2778,2159,939,448,138
"OL2  5",10587,4873,3457,1588,525,144
"OL2  6",12735,5900,4384,1757,548,146
"OL2  7",10234,4387,3464,1643,553,187
"OL2  8",8793,3984,2994,1271,431,113
"OL3  5",7367,3855,2361,854,226,71
"OL3  6",2819,1336,963,391,106,23
"OL3  7",4811,2417,1597,590,158,49
"OL4  1",12723,5782,4247,1761,710,223
"OL4  2",9391,4229,3189,1332,536,105
"OL4  3",6112,2876,1971,858,332,75
"OL4  4",7790,3897,2582,955,276,80
"OL4  5",9044,4072,2965,1322,553,132
"OL5  0",4925,2267,1614,713,260,71
"OL5  9",5996,2987,1964,749,229,67
"OL6  6",5111,2274,1784,693,282,78
"OL6  7",2964,1075,999,540,282,68
"OL6  8",10154,4330,3477,1552,645,150
"OL6  9",10564,4578,3566,1614,642,164
"OL7  0",5875,2438,1970,910,441,116
"OL7  9",10888,4598,3680,1774,654,182
"OL8  1",10620,4723,3518,1526,640,213
"OL8  2",9498,3885,3062,1598,746,207
"OL8  3",10398,4425,3443,1675,665,190
"OL8  4",8530,3659,2971,1279,498,123
"OL9  0",8679,4059,2849,1209,452,110
"OL9  6",7380,3268,2582,989,414,127
"OL9  7",6524,2697,2225,1044,417,141
"OL9  8",9571,4306,3216,1406,497,146
"OL9  9",9131,4129,3000,1413,454,135
"OX1  1",3252,1743,1013,345,118,33
"OX1  2",1608,996,496,92,16,8
"OX1  3",7422,5176,1961,242,41,2
"OX1  4",7187,4311,2102,577,145,52
"OX1  5",6154,3145,2124,684,151,50
"OX10 0",5564,2838,1841,635,196,54
"OX10 6",6815,3960,2161,551,111,32
"OX10 7",5203,2559,1821,592,172,59
"OX10 8",3214,1649,1057,381,94,33
"OX10 9",5567,2934,1834,603,146,50
"OX11 0",5434,2693,1955,589,159,38
"OX11 7",13108,7079,4468,1215,281,65
"OX11 8",8838,4137,3034,1260,317,90
"OX11 9",5722,3018,1966,580,113,45
"OX12 0",6155,3128,2280,575,138,34
"OX12 7",5301,2486,1863,717,159,76
"OX12 8",4855,2572,1565,543,133,42
"OX12 9",8953,4593,3070,984,225,81
"OX13 5",4783,2688,1510,445,111,29
"OX13 6",8676,4845,2716,847,206,62
"OX14 1",10071,5412,3392,937,262,68
"OX14 2",8243,4438,2762,809,188,46
"OX14 3",8304,4209,3007,832,198,58
"OX14 4",7883,4021,2657,924,226,55
"OX14 5",10009,4597,3616,1375,320,101
"OX15 0",2695,1387,898,319,69,22
"OX15 4",6784,3554,2319,713,154,44
"OX15 5",5331,2798,1766,608,127,32
"OX15 6",3289,1720,1092,374,87,16
"OX16 0",11337,5123,4036,1570,462,146
"OX16 1",10518,5285,3780,1070,309,74
"OX16 2",2713,1187,987,395,117,27
"OX16 3",5002,2441,1792,569,158,42
"OX16 4",3625,1809,1261,375,139,41
"OX16 5",2612,1128,939,378,145,22
"OX16 9",11046,5254,3927,1413,367,85
"OX17 1",4308,2134,1494,500,146,34
"OX17 2",6553,3275,2275,777,165,61
"OX17 3",6114,3023,2107,760,177,47
"OX18 1",6826,3914,2201,549,129,33
"OX18 2",5555,2772,1849,669,216,49
"OX18 3",9881,5257,3377,926,255,66
"OX18 4",3039,1548,1025,370,78,18
"OX2  0",3949,2276,1209,334,97,33
"OX2  6",10801,6919,3017,642,159,64
"OX2  7",9443,5694,2723,751,224,51
"OX2  8",6002,3202,1913,685,162,40
"OX2  9",9500,4942,3240,996,256,66
"OX20 1",4734,2520,1494,574,118,28
"OX25 1",2425,1061,894,333,96,41
"OX25 2",2507,1461,783,170,53,40
"OX25 3",523,268,170,56,23,6
"OX25 4",1278,704,406,126,29,13
"OX25 5",1787,946,610,175,47,9
"OX25 6",1099,629,336,97,25,12
"OX26 1",850,431,317,81,18,3
"OX26 2",9155,4328,3307,1128,307,85
"OX26 3",7014,4091,2272,503,119,29
"OX26 4",5846,2861,2168,581,187,49
"OX26 5",1204,608,434,122,35,5
"OX26 6",9425,5146,3127,877,216,59
"OX27 0",969,542,310,92,19,6
"OX27 7",2117,1181,622,236,65,13
"OX27 8",2883,1679,847,272,64,21
"OX27 9",548,306,178,54,5,5
"OX28 1",7888,4406,2466,791,169,56
"OX28 2",854,414,303,107,21,9
"OX28 3",3087,1577,1066,311,93,40
"OX28 4",1601,740,548,238,59,16
"OX28 5",9222,4927,3171,878,212,34
"OX28 6",4870,2213,1746,686,190,35
"OX29 0",1409,636,522,201,38,12
"OX29 4",5398,2535,1896,758,172,37
"OX29 5",1337,670,477,150,32,8
"OX29 6",2454,1143,906,307,76,22
"OX29 7",3607,1836,1228,405,105,33
"OX29 8",6485,3411,2163,710,162,39
"OX29 9",2370,1203,791,288,65,23
"OX3  0",11150,6281,3554,985,255,75
"OX3  7",11364,6264,3634,1039,307,120
"OX3  8",11994,6312,3962,1261,343,116
"OX3  9",8929,4367,3003,1091,368,100
"OX33 1",7623,3890,2562,889,216,66
"OX39 4",6881,3526,2388,779,148,40
"OX4  1",12935,7811,3745,994,300,85
"OX4  2",10267,5391,3542,996,269,69
"OX4  3",12272,6261,4242,1288,362,119
"OX4  4",13154,6336,4400,1669,572,177
"OX4  6",7776,3434,2803,1081,346,112
"OX4  7",5568,2777,1922,595,203,71
"OX44 7",5449,2861,1830,600,126,32
"OX44 9",2858,1416,943,383,90,26
"OX49 5",4324,2301,1370,471,154,28
"OX5  1",12054,5919,4425,1301,310,99
"OX5  2",8469,4067,2938,1110,275,79
"OX5  3",2896,1485,975,331,76,29
"OX7  3",5242,2684,1753,620,148,37
"OX7  4",1427,780,442,159,36,10
"OX7  5",7946,3909,2697,978,290,72
"OX7  6",6261,3291,2117,646,172,35
"OX7  7",1976,986,702,201,74,13
"OX9  2",3491,1710,1210,442,106,23
"OX9  3",9297,5095,3097,857,198,50
"OX9  7",1034,564,333,89,40,8
"PE1  1",682,287,238,114,32,11
"PE1  2",11231,4604,4499,1470,494,164
"PE1  3",13722,5374,5447,2019,689,193
"PE1  4",14812,6109,5707,2081,728,187
"PE1  5",8726,3542,3301,1314,446,123
"PE10 0",10175,5263,3384,1143,294,91
"PE10 9",11731,5009,4295,1771,460,196
"PE11 1",8392,3515,3229,1265,324,59
"PE11 2",12978,5176,5114,1955,575,158
"PE11 3",13420,5910,5054,1783,532,141
"PE11 4",8440,3442,3055,1390,408,145
"PE12 0",6334,2549,2333,1019,320,113
"PE12 6",9409,3865,3563,1482,383,116
"PE12 7",8061,3006,3064,1446,421,124
"PE12 8",4577,1758,1754,747,241,77
"PE12 9",11401,4222,4115,2121,731,212
"PE13 1",2998,1143,1161,498,153,43
"PE13 2",8459,3152,3279,1443,443,142
"PE13 3",11161,4091,4355,1955,584,176
"PE13 4",6569,2496,2453,1147,375,98
"PE13 5",5706,2116,2119,1078,302,91
"PE14 0",5481,2110,2055,947,293,76
"PE14 7",5883,2388,2155,960,289,91
"PE14 8",5314,2092,1921,938,280,83
"PE14 9",4125,1595,1528,695,230,77
"PE15 0",9169,3926,3301,1423,395,124
"PE15 8",10515,4220,3988,1709,474,124
"PE15 9",10231,3811,3824,1908,553,135
"PE16 6",10453,4417,3948,1531,433,124
"PE19 1",6777,3045,2558,870,242,62
"PE19 2",9972,4651,3664,1212,367,78
"PE19 5",6845,3361,2458,770,195,61
"PE19 6",7855,4030,2773,816,191,45
"PE19 7",5309,2561,1995,599,124,30
"PE19 8",7210,3339,2658,925,224,64
"PE2  5",14928,6350,5535,2160,708,175
"PE2  6",2716,1414,937,275,74,16
"PE2  7",3394,1517,1232,464,124,57
"PE2  8",13322,5545,5002,1994,610,171
"PE2  9",10180,5042,3604,1143,313,78
"PE20 1",6670,2729,2475,1064,322,80
"PE20 2",2942,1177,1034,514,168,49
"PE20 3",4374,1876,1529,722,186,61
"PE21 0",9653,3910,3571,1558,502,112
"PE21 6",3135,1271,1324,392,121,27
"PE21 7",8925,3916,3300,1222,379,108
"PE21 8",12216,4673,4793,1976,608,166
"PE21 9",8858,3693,3326,1399,359,81
"PE22 0",6084,2444,2213,1071,287,69
"PE22 7",3394,1325,1276,579,178,36
"PE22 8",4022,1629,1427,651,260,55
"PE22 9",3419,1373,1177,618,189,62
"PE23 4",2586,1040,958,433,124,31
"PE23 5",5921,2275,2176,1037,342,91
"PE24 4",4133,1518,1459,779,286,91
"PE24 5",7697,2291,2661,1837,680,228
"PE25 1",7225,2398,2411,1620,616,180
"PE25 2",8823,3110,3056,1748,694,215
"PE25 3",5590,2075,1928,1107,371,109
