
"QS406EW - Household size"
"ONS Crown Copyright Reserved [from Nomis on 12 August 2018]"
"Population :","All household spaces with at least one usual resident"
"Units      :","Household spaces"
"Date       :","2011"
"Rural Urban:","Total"

"postcode sector","All categories: Household size","1 person in household","2 people in household","3 people in household","4 people in household","5 people in household","6 people in household","7 people in household","8 or more people in household"
"PE27 4",1007,221,398,148,169,51,18,1,1
"PE27 5",2474,945,868,300,248,72,33,5,3
"PE27 6",1904,470,731,307,277,77,28,9,5
"PE28 0",2204,523,889,322,343,99,25,2,1
"PE28 2",3711,907,1402,597,554,185,58,5,3
"PE28 3",3851,877,1521,587,617,194,39,11,5
"PE28 4",3431,846,1375,491,535,141,39,3,1
"PE28 5",3011,686,1142,516,463,155,40,5,4
"PE28 9",2665,651,1094,371,401,115,26,4,3
"PE29 1",4718,1170,1617,793,708,310,82,23,15
"PE29 2",2879,906,957,410,423,141,34,5,3
"PE29 3",1002,479,342,102,56,17,4,2,0
"PE29 6",2069,383,682,419,446,107,24,6,2
"PE29 7",1362,366,404,248,198,90,38,11,7
"PE3  6",2367,685,894,311,250,104,67,25,31
"PE3  7",2413,694,707,417,363,152,56,13,11
"PE3  8",2728,733,854,490,385,154,89,14,9
"PE3  9",3895,1116,1359,552,503,207,107,27,24
"PE30 1",1021,514,316,113,43,19,11,3,2
"PE30 2",2814,784,845,550,414,136,69,14,2
"PE30 3",5794,1237,2359,1006,858,252,62,18,2
"PE30 4",5152,1359,1723,900,763,273,97,17,20
"PE30 5",3437,1243,1063,560,368,133,54,8,8
"PE31 6",3712,1097,1693,466,322,95,33,6,0
"PE31 7",3553,1227,1580,355,272,91,20,5,3
"PE31 8",2268,730,1013,259,188,53,18,4,3
"PE32 1",3878,942,1713,577,462,140,40,3,1
"PE32 2",2719,700,1179,358,309,119,45,9,0
"PE33 0",3255,762,1398,534,386,122,42,5,6
"PE33 9",2963,540,1303,502,433,127,34,19,5
"PE34 3",2233,535,905,339,295,105,40,7,7
"PE34 4",3695,829,1570,571,487,161,60,10,7
"PE36 5",1818,644,813,173,127,44,12,5,0
"PE36 6",1381,487,643,130,80,25,11,2,3
"PE37 7",3074,970,1292,424,270,87,22,5,4
"PE37 8",1538,425,682,187,182,48,10,2,2
"PE38 0",1945,430,805,308,251,97,27,21,6
"PE38 9",4637,1527,1922,588,412,123,33,6,26
"PE4  5",2518,725,826,465,374,111,12,4,1
"PE4  6",4925,1534,1813,775,543,192,54,12,2
"PE4  7",4817,1467,1615,825,584,218,82,15,11
"PE5  7",675,166,278,104,91,28,5,3,0
"PE6  0",2753,712,1054,415,411,112,36,7,6
"PE6  7",3891,911,1483,658,588,186,51,9,5
"PE6  8",5555,1418,2189,950,744,194,46,9,5
"PE6  9",2542,513,1048,429,415,107,22,6,2
"PE7  0",69,10,29,15,11,4,0,0,0
"PE7  1",5561,1614,2126,869,682,197,56,13,4
"PE7  2",1162,257,473,205,156,52,13,3,3
"PE7  3",6531,1497,2473,1161,1006,294,76,21,3
"PE7  8",3903,862,1192,755,748,241,75,12,18
"PE8  4",2127,638,788,304,299,78,18,2,0
"PE8  5",1462,320,635,208,225,62,9,2,1
"PE8  6",3145,692,1258,536,488,128,33,8,2
"PE9  1",4246,1388,1552,662,451,135,49,6,3
"PE9  2",4499,1509,1757,630,464,118,21,0,0
"PE9  3",2559,684,1061,331,334,113,25,4,7
"PE9  4",2460,558,998,403,371,92,26,9,3
"PL1  1",349,197,78,58,11,5,0,0,0
"PL1  2",1323,744,432,78,42,19,6,0,2
"PL1  3",2867,1584,854,241,124,36,20,4,4
"PL1  4",2638,1152,696,354,253,114,54,12,3
"PL1  5",4228,1909,1203,522,331,172,54,26,11
"PL10 1",1664,487,712,206,190,49,18,2,0
"PL11 2",3475,1061,1263,545,443,117,37,6,3
"PL11 3",1108,313,484,144,107,42,14,3,1
"PL12 4",4553,1280,1696,737,621,160,50,5,4
"PL12 5",1023,254,401,167,137,46,10,6,2
"PL12 6",3808,983,1615,552,471,127,48,10,2
"PL13 1",1972,706,738,270,157,67,28,4,2
"PL13 2",2428,760,1057,267,222,92,25,1,4
"PL14 3",3587,1026,1376,504,458,138,65,17,3
"PL14 4",2442,755,915,372,249,94,46,7,4
"PL14 5",2441,639,1055,320,297,90,30,9,1
"PL14 6",1563,455,651,201,183,44,24,4,1
"PL15 7",2685,750,1120,341,335,95,33,5,6
"PL15 8",2990,843,1170,423,359,127,50,15,3
"PL15 9",2692,723,1065,399,323,118,47,14,3
"PL16 0",717,166,293,107,96,40,11,2,2
"PL17 7",2520,710,1011,359,287,106,34,10,3
"PL17 8",1757,410,751,278,213,77,25,3,0
"PL18 9",2122,638,814,309,242,82,25,9,3
"PL19 0",1285,488,449,126,156,45,17,1,3
"PL19 8",2677,819,1048,339,318,116,26,9,2
"PL19 9",3183,936,1298,418,379,109,34,7,2
"PL2  1",4754,1790,1577,751,437,128,56,5,10
"PL2  2",4208,1147,1381,753,550,240,101,26,10
"PL2  3",4561,1278,1715,707,581,211,49,11,9
"PL20 6",2071,533,921,281,226,86,18,5,1
"PL20 7",2923,815,1197,402,343,127,34,2,3
"PL21 0",3838,938,1419,631,633,169,42,4,2
"PL21 9",3259,831,1205,522,511,139,41,9,1
"PL22 0",1626,542,623,186,183,65,25,1,1
"PL23 1",1668,586,692,184,147,40,14,4,1
"PL24 2",4224,1214,1540,682,526,180,68,10,4
"PL25 3",4679,1207,1895,751,585,187,42,7,5
"PL25 4",3762,1259,1296,554,409,155,70,10,9
"PL25 5",2458,789,892,354,284,85,39,13,2
"PL26 6",2258,673,986,259,205,97,33,4,1
"PL26 7",3994,1028,1572,584,518,212,59,13,8
"PL26 8",4844,1190,1832,820,653,224,95,19,11
"PL27 6",2329,741,870,321,267,93,32,3,2
"PL27 7",2937,940,1070,394,355,127,39,8,4
"PL28 8",1965,645,752,240,220,77,28,2,1
"PL29 3",479,189,173,58,40,12,6,1,0
"PL3  4",3986,1207,1383,658,499,168,57,7,7
"PL3  5",3751,983,1398,572,538,194,54,8,4
"PL3  6",5212,1544,1805,889,617,253,77,16,11
"PL30 3",1510,402,633,214,170,58,24,6,3
"PL30 4",1127,308,491,147,115,42,16,5,3
"PL30 5",1786,424,734,273,234,84,28,3,6
"PL31 1",3455,1014,1223,586,422,153,42,10,5
"PL31 2",2791,861,1010,414,321,108,58,13,6
"PL32 9",1779,435,739,272,199,85,42,4,3
"PL33 9",722,220,275,93,92,26,12,4,0
"PL34 0",817,286,335,88,67,26,11,4,0
"PL35 0",454,158,194,43,40,14,5,0,0
"PL4  0",1456,690,502,124,85,30,19,2,4
"PL4  6",2323,893,668,214,183,149,126,34,56
"PL4  7",3576,1144,1140,491,418,232,95,23,33
"PL4  8",3759,1475,1020,434,339,229,162,53,47
"PL4  9",3537,1372,1109,477,310,150,89,17,13
"PL5  1",5157,1406,1831,940,642,251,66,19,2
"PL5  2",4246,1282,1526,692,449,185,79,23,10
"PL5  3",4828,1475,1654,812,582,212,69,18,6
"PL5  4",4153,1343,1427,655,514,155,44,10,5
"PL6  5",5477,1243,2156,910,827,259,68,12,2
"PL6  6",4034,1124,1634,617,464,145,40,6,4
"PL6  7",3459,823,1441,540,486,129,30,7,3
"PL6  8",4166,1144,1576,731,509,158,39,6,3
"PL7  1",3732,1018,1391,604,525,141,40,10,3
"PL7  2",4437,1020,1738,776,672,184,36,9,2
"PL7  4",3717,866,1448,614,609,144,30,6,0
"PL7  5",1047,238,410,179,148,53,16,1,2
"PL8  1",1118,336,501,116,104,47,13,1,0
"PL8  2",1454,418,608,187,166,55,17,2,1
"PL9  0",1285,347,633,151,114,28,11,1,0
"PL9  7",2169,535,788,355,353,101,29,8,0
"PL9  8",3452,868,1529,493,414,107,37,3,1
"PL9  9",5124,1428,1941,798,692,206,55,3,1
"PO1  1",2016,971,495,225,184,96,36,5,4
"PO1  2",1400,583,528,151,98,31,5,4,0
"PO1  3",2635,1116,937,327,166,60,19,2,8
"PO1  4",2180,900,554,334,220,124,30,9,9
"PO1  5",4177,1323,1282,742,561,196,57,7,9
"PO10 7",4329,1400,1772,524,452,143,30,6,2
"PO10 8",3640,1076,1379,473,502,168,33,6,3
"PO11 0",3497,1074,1476,417,380,105,38,4,3
"PO11 9",4462,1435,1960,555,331,118,47,14,2
"PO12 1",4258,1778,1425,537,332,137,33,13,3
"PO12 2",4183,1238,1696,556,508,141,34,4,6
"PO12 3",5394,1725,1960,879,578,193,47,10,2
"PO12 4",7336,2078,2569,1263,957,341,96,19,13
"PO13 0",6788,1859,2530,1051,870,328,112,23,15
"PO13 8",2778,590,952,501,488,169,53,17,8
"PO13 9",4693,1298,1747,729,576,234,75,28,6
"PO14 1",3289,932,1260,512,389,138,42,15,1
"PO14 2",3359,892,1397,461,447,127,28,6,1
"PO14 3",3510,816,1382,578,550,143,33,7,1
"PO14 4",3400,909,1297,563,426,148,41,10,6
"PO15 5",3243,888,1406,477,340,90,34,6,2
"PO15 6",3416,843,1272,630,429,166,55,17,4
"PO15 7",2730,477,953,545,576,151,23,3,2
"PO16 0",2515,807,907,383,303,90,17,7,1
"PO16 7",3194,875,1240,454,461,122,31,6,5
"PO16 8",4550,1112,1883,739,611,160,35,6,4
"PO16 9",3752,1046,1490,565,479,119,43,9,1
"PO17 5",2013,619,782,277,225,75,24,6,5
"PO17 6",674,128,282,117,107,30,7,2,1
"PO18 0",2006,610,787,290,223,70,20,5,1
"PO18 8",2854,811,1115,404,381,100,37,3,3
"PO18 9",728,178,326,87,91,31,13,2,0
"PO19 1",823,454,268,53,36,8,3,0,1
"PO19 3",2887,1026,1039,397,300,92,31,1,1
"PO19 5",1095,321,491,113,133,21,15,0,1
"PO19 6",2923,1086,894,388,346,144,54,9,2
"PO19 7",3666,1471,1215,458,373,107,33,7,2
"PO19 8",2401,843,778,320,316,100,36,7,1
"PO2  0",5208,1416,1642,949,754,289,117,29,12
"PO2  7",5285,1530,1656,973,711,296,90,14,15
"PO2  8",3515,1142,1134,621,394,157,51,9,7
"PO2  9",3350,970,1140,565,433,165,61,10,6
"PO20 0",3942,1331,1605,455,356,135,48,8,4
"PO20 1",1049,292,405,149,135,54,12,2,0
"PO20 2",1499,409,544,238,210,67,24,3,4
"PO20 3",1790,469,684,268,260,77,26,6,0
"PO20 7",1501,365,656,210,169,73,20,6,2
"PO20 8",3435,1214,1357,402,306,119,33,3,1
"PO20 9",921,284,353,127,105,31,14,7,0
"PO21 1",2810,1405,811,320,184,50,31,5,4
"PO21 2",4239,1696,1283,585,408,168,64,23,12
"PO21 3",3694,1121,1581,454,403,108,18,5,4
"PO21 4",3518,1077,1681,379,273,86,16,3,3
"PO21 5",3714,1015,1347,614,490,179,47,13,9
"PO22 0",1577,412,602,250,220,66,19,6,2
"PO22 6",2670,864,1021,376,285,96,22,2,4
"PO22 7",2614,884,1054,299,275,75,20,6,1
"PO22 8",2447,697,959,334,314,98,40,3,2
"PO22 9",3280,1063,1178,488,372,123,38,9,9
"PO3  5",3174,851,1145,506,463,158,44,3,4
"PO3  6",4638,1233,1491,859,726,243,72,10,4
"PO30 1",3087,978,1091,461,353,153,38,7,6
"PO30 2",2321,766,843,315,272,89,26,8,2
"PO30 3",970,235,423,141,111,34,20,3,3
"PO30 4",1431,401,683,166,120,45,13,2,1
"PO30 5",4495,1252,1572,774,610,194,76,10,7
"PO31 7",3831,1320,1302,544,448,146,56,12,3
"PO31 8",2640,867,1048,312,296,88,20,8,1
"PO32 6",3561,1081,1405,493,381,139,49,11,2
"PO33 1",3910,1364,1408,544,395,127,62,6,4
"PO33 2",3679,1562,1125,515,338,84,48,4,3
"PO33 3",4040,1176,1557,610,495,143,51,6,2
"PO33 4",2305,684,977,302,220,90,28,3,1
"PO34 5",1075,414,452,110,72,23,2,2,0
"PO35 5",1703,606,725,177,118,55,17,4,1
"PO36 0",2042,513,929,284,209,67,35,4,1
"PO36 8",2314,783,870,325,205,94,19,11,7
"PO36 9",3107,996,1163,434,353,114,39,5,3
"PO37 6",1560,606,603,187,106,31,15,9,3
"PO37 7",2520,844,938,366,220,102,31,9,10
"PO38 1",2846,1095,1064,356,194,106,22,9,0
"PO38 2",1227,339,542,172,119,35,13,6,1
"PO38 3",1684,459,703,228,198,77,15,2,2
"PO39 0",1173,365,531,126,105,34,9,1,2
"PO4  0",5611,1733,1643,777,812,467,126,32,21
"PO4  8",5889,1756,2004,1028,757,251,70,17,6
"PO4  9",6691,2125,2319,1029,795,337,71,6,9
"PO40 9",2593,935,1035,295,213,77,31,2,5
"PO41 0",971,316,450,96,57,35,11,3,3
"PO5  1",3934,1485,1105,461,479,265,86,34,19
"PO5  2",3585,1538,1206,374,272,122,42,25,6
"PO5  3",2793,1345,885,324,159,55,19,4,2
"PO5  4",2942,1102,709,438,350,202,116,17,8
"PO6  1",3457,855,1304,545,519,180,43,7,4
"PO6  2",4508,1079,1512,859,721,241,77,15,4
"PO6  3",3949,1143,1223,671,537,234,110,19,12
"PO6  4",4398,1245,1496,735,556,247,91,21,7
"PO7  4",494,106,233,66,61,18,9,1,0
"PO7  5",4545,940,1784,761,725,214,93,22,6
"PO7  6",4269,1171,1720,614,538,166,45,11,4
"PO7  7",3761,1100,1333,573,477,203,53,17,5
"PO7  8",3842,1331,1288,598,434,136,41,9,5
"PO8  0",3920,825,1629,661,584,160,51,7,3
"PO8  8",3899,912,1588,630,519,174,54,16,6
"PO8  9",6073,1562,2222,1032,878,264,78,26,11
"PO9  1",2502,919,941,302,228,84,18,8,2
"PO9  2",4357,1203,1582,689,600,205,60,13,5
"PO9  3",4049,918,1567,715,554,213,65,9,8
"PO9  4",3928,884,1243,741,605,274,128,39,14
"PO9  5",3961,1236,1270,674,466,187,89,20,19
"PO9  6",1275,339,570,174,143,41,8,0,0
"PR1  0",3921,928,1460,683,629,173,41,5,2
"PR1  1",1473,855,362,118,69,34,16,9,10
"PR1  2",483,297,110,37,22,13,4,0,0
"PR1  3",1741,966,406,152,83,54,53,15,12
"PR1  4",3442,1182,883,495,410,235,142,60,35
"PR1  5",3636,1378,983,510,406,215,102,26,16
"PR1  6",3933,1138,966,585,595,367,201,49,32
"PR1  7",2375,1054,635,327,216,93,32,12,6
"PR1  8",2605,1148,695,352,242,101,54,6,7
"PR1  9",5427,1742,1906,826,680,198,58,14,3
"PR2  1",6356,1995,2039,1031,881,292,89,15,14
"PR2  2",3825,1545,1281,529,333,100,26,9,2
"PR2  3",6568,2209,2215,979,775,282,78,21,9
"PR2  5",1112,247,403,180,197,67,13,5,0
"PR2  6",6337,1996,1839,1048,856,410,131,31,26
"PR2  7",1818,542,621,327,217,93,12,5,1
"PR2  8",2911,1083,893,353,342,129,77,17,17
"PR2  9",4522,1227,1576,721,704,219,59,7,9
"PR25 1",3627,1052,1240,672,420,157,70,10,6
"PR25 2",2303,757,815,343,264,87,26,8,3
"PR25 3",2788,657,1078,517,385,126,23,1,1
"PR25 4",2601,688,1015,481,304,87,24,2,0
"PR25 5",1776,443,691,307,245,62,22,5,1
"PR26 6",1119,207,426,205,205,60,10,4,2
"PR26 7",2620,689,922,461,391,117,34,5,1
"PR26 8",332,85,129,54,47,9,5,2,1
"PR26 9",1504,406,538,276,208,61,11,4,0
"PR3  0",2927,751,1143,450,379,146,44,10,4
"PR3  1",4541,1288,1914,594,514,171,50,9,1
"PR3  2",2163,490,826,329,354,117,39,6,2
"PR3  3",3819,1110,1373,561,539,181,38,12,5
"PR3  5",1239,297,470,201,203,50,11,4,3
"PR3  6",1043,202,447,157,157,59,18,2,1
"PR4  0",2782,581,978,521,509,139,43,8,3
"PR4  1",4227,1287,1613,655,487,139,39,5,2
"PR4  2",3546,1055,1385,565,375,128,29,4,5
"PR4  3",3393,795,1274,655,464,142,46,12,5
"PR4  4",2470,527,972,448,366,117,31,5,4
"PR4  5",3535,964,1413,552,440,131,27,7,1
"PR4  6",3981,907,1597,630,628,166,41,9,3
"PR5  0",2353,586,966,387,295,91,20,4,4
"PR5  4",4754,1296,1736,843,659,165,42,7,6
"PR5  5",4270,1152,1562,761,589,167,32,3,4
"PR5  6",3917,1096,1405,728,463,151,57,11,6
"PR5  8",2217,746,740,346,253,91,35,6,0
"PR6  0",4475,1480,1475,742,531,161,61,10,15
"PR6  7",4299,1172,1560,719,631,166,38,10,3
"PR6  8",2811,658,1182,470,359,110,26,4,2
"PR6  9",3224,879,1211,549,437,103,37,8,0
"PR7  1",3059,1090,1063,474,300,105,20,4,3
"PR7  2",4247,1322,1460,708,513,171,52,14,7
"PR7  3",3671,1058,1282,618,516,137,50,5,5
"PR7  4",2911,732,1099,505,416,119,34,3,3
"PR7  5",4414,1164,1662,755,595,185,40,9,4
"PR7  6",3609,838,1416,611,583,123,32,6,0
"PR7  7",1812,529,685,286,231,66,14,0,1
"PR8  1",1600,841,460,165,76,33,16,3,6
"PR8  2",4088,1443,1687,430,353,117,48,8,2
"PR8  3",5263,1524,2015,787,660,213,51,11,2
"PR8  4",4610,1293,1520,790,716,215,57,13,6
"PR8  5",2592,706,914,471,346,115,31,6,3
"PR8  6",4868,1332,1612,885,652,261,90,26,10
"PR9  0",3759,1914,1120,427,198,62,26,8,4
"PR9  7",4668,1256,1653,786,687,205,64,15,2
"PR9  8",4419,1252,1726,671,540,172,46,11,1
"PR9  9",6726,2559,2481,815,625,182,52,7,5
"RG1  1",245,112,94,23,12,4,0,0,0
"RG1  2",1749,582,653,247,157,54,37,10,9
"RG1  3",2821,945,777,411,321,167,102,48,50
"RG1  4",1386,646,474,163,63,19,14,3,4
"RG1  5",3324,1059,925,499,454,194,98,63,32
"RG1  6",3927,1411,1316,568,388,165,63,9,7
"RG1  7",3488,1484,1154,442,224,102,51,15,16
"RG1  8",1163,400,407,185,112,38,11,4,6
"RG10 0",2315,543,875,342,414,109,25,6,1
"RG10 8",1512,380,614,207,230,59,21,1,0
"RG10 9",3603,904,1345,529,595,172,43,11,4
"RG12 0",3241,1019,1032,585,439,126,31,7,2
"RG12 2",2304,677,760,350,364,104,41,4,4
"RG12 7",7398,2310,2382,1210,1024,341,99,25,7
"RG12 8",4288,812,1518,876,734,233,86,16,13
"RG12 9",4570,1625,1460,682,596,160,34,8,5
"RG14 1",3021,1130,1041,414,292,101,32,6,5
"RG14 2",3399,914,1202,586,469,159,54,12,3
"RG14 3",288,86,132,27,27,13,3,0,0
"RG14 5",2143,846,708,303,215,51,16,4,0
"RG14 6",3485,849,1256,586,558,191,36,6,3
"RG14 7",4039,1299,1395,657,479,157,39,5,8
"RG17 0",2758,908,1020,382,334,88,21,4,1
"RG17 7",1046,270,435,143,129,47,19,2,1
"RG17 8",1370,439,502,201,155,51,11,6,5
"RG17 9",1396,334,555,231,201,56,13,5,1
"RG18 0",469,98,183,75,69,32,10,1,1
"RG18 3",2619,569,892,507,456,136,51,7,1
"RG18 4",1779,388,538,343,383,79,35,10,3
"RG18 9",2100,326,824,358,450,105,30,7,0
"RG19 3",3033,846,1028,551,440,115,47,5,1
"RG19 4",2890,711,983,562,460,143,25,4,2
"RG19 8",1199,217,470,202,196,80,25,7,2
"RG2  0",2351,776,743,347,248,121,78,24,14
"RG2  7",4048,1165,1164,698,549,273,143,26,30
"RG2  8",4719,1177,1480,860,713,300,128,32,29
"RG2  9",3070,625,1100,624,520,148,45,8,0
"RG20 0",866,165,343,142,158,39,17,2,0
"RG20 4",388,72,134,79,62,27,12,0,2
"RG20 5",1417,457,510,193,201,41,11,1,3
"RG20 6",602,123,226,101,103,37,9,0,3
"RG20 7",798,161,298,151,132,43,9,4,0
"RG20 8",1447,298,615,208,223,74,22,6,1
"RG20 9",1919,343,765,328,350,99,25,5,4
"RG21 3",3436,1075,1241,492,409,161,41,13,4
"RG21 4",1363,449,433,231,161,59,25,4,1
"RG21 5",3105,878,1027,495,425,187,74,11,8
"RG21 6",252,90,95,45,19,3,0,0,0
"RG21 7",1793,711,618,253,162,37,10,1,1
"RG21 8",1763,611,606,254,186,65,34,2,5
"RG22 4",8185,1868,2636,1624,1494,435,110,13,5
"RG22 5",4085,818,1601,692,674,201,79,11,9
"RG22 6",4637,1547,1624,690,522,180,58,11,5
"RG23 7",2198,490,959,324,297,102,19,4,3
"RG23 8",2821,669,1049,507,404,144,40,4,4
"RG24 7",1697,426,697,249,233,71,17,1,3
"RG24 8",4688,1239,1645,844,720,191,42,6,1
"RG24 9",6470,1801,2127,1163,897,294,135,38,15
"RG25 2",1724,354,771,250,248,79,19,1,2
"RG25 3",1944,541,767,271,272,73,14,4,2
"RG26 3",3563,981,1305,570,512,156,32,5,2
"RG26 4",1905,538,685,287,265,95,28,5,2
"RG26 5",3632,786,1405,596,600,189,42,10,4
"RG27 0",2221,514,883,339,355,100,21,2,7
"RG27 8",2728,690,1134,353,370,133,41,5,2
"RG27 9",3471,735,1226,637,650,191,28,4,0
"RG28 7",2467,690,938,357,349,110,18,3,2
"RG29 1",2459,537,918,425,426,116,31,3,3
"RG30 1",1946,569,582,344,242,108,67,20,14
"RG30 2",5440,1867,1810,850,590,213,82,16,12
"RG30 3",3425,944,1085,618,504,185,67,13,9
"RG30 4",4944,1450,1646,779,660,274,108,18,9
"RG30 6",2381,588,768,456,350,138,60,14,7
"RG31 4",1808,481,585,306,316,94,20,4,2
"RG31 5",2608,563,907,478,489,133,35,2,1
"RG31 6",3793,825,1436,615,671,180,53,10,3
"RG31 7",2657,653,945,470,402,141,37,4,5
"RG4  5",2773,737,972,460,406,142,47,7,2
"RG4  6",2763,637,959,466,475,157,52,11,6
"RG4  7",3475,747,1206,542,715,219,40,5,1
"RG4  8",4504,1394,1670,661,552,176,39,7,5
"RG4  9",2309,519,910,351,387,107,31,3,1
"RG40 1",3418,1102,1238,508,409,119,33,8,1
"RG40 2",1987,615,747,268,269,68,19,1,0
"RG40 3",1703,284,686,294,324,93,19,1,2
"RG40 4",2958,574,1066,518,582,171,35,10,2
"RG40 5",701,163,235,117,142,33,10,1,0
"RG41 1",1489,301,576,282,234,74,20,2,0
"RG41 2",1966,533,753,294,279,93,12,1,1
"RG41 3",2506,544,812,447,529,145,23,6,0
"RG41 4",1426,215,513,249,338,91,19,0,1
"RG41 5",3466,714,1193,633,645,197,64,12,8
"RG42 1",2013,639,670,295,293,74,33,6,3
"RG42 2",2609,660,922,450,405,135,28,8,1
"RG42 3",2393,592,839,368,476,103,14,0,1
"RG42 4",1736,455,623,293,274,72,16,2,1
"RG42 5",665,161,231,123,106,32,10,1,1
"RG42 6",576,130,216,111,84,27,5,1,2
"RG42 7",648,124,214,110,157,30,11,2,0
"RG45 6",3382,758,1302,535,576,168,36,4,3
"RG45 7",2087,605,675,328,335,99,35,9,1
"RG5  3",4408,1133,1520,768,626,253,79,18,11
"RG5  4",5566,1201,1988,947,1017,327,69,16,1
"RG6  1",2795,606,781,470,461,267,138,42,30
"RG6  3",2304,540,710,427,452,132,29,11,3
"RG6  4",3188,888,1051,537,541,126,27,15,3
"RG6  5",2452,555,868,403,436,140,36,8,6
"RG6  6",50,32,13,4,1,0,0,0,0
"RG6  7",2862,615,917,504,543,191,71,7,14
"RG7  1",2669,625,973,435,475,115,36,7,3
"RG7  2",809,155,352,124,117,44,13,3,1
"RG7  3",3995,942,1474,614,670,219,61,10,5
"RG7  4",1260,343,497,169,185,41,20,2,3
"RG7  5",2363,676,873,346,324,110,28,4,2
"RG7  6",1538,346,598,234,246,82,27,3,2
"RG8  0",2098,460,861,299,340,103,26,6,3
"RG8  7",1902,514,692,309,284,82,15,6,0
"RG8  8",2191,414,864,361,405,101,39,4,3
"RG8  9",1295,358,533,152,174,61,15,1,1
"RG9  1",3977,1268,1364,598,534,169,34,7,3
"RG9  2",1280,553,461,127,99,29,7,3,1
"RG9  3",767,185,301,106,107,52,10,3,3
"RG9  4",742,174,270,120,114,52,10,1,1
"RG9  5",1514,280,636,232,257,85,20,4,0
"RG9  6",1314,306,555,169,193,73,11,6,1
"RH1  1",2365,840,810,353,243,76,30,12,1
"RH1  2",3015,867,976,496,443,172,44,9,8
"RH1  3",3398,1018,1026,572,514,178,71,14,5
"RH1  4",2408,627,860,381,405,95,29,9,2
"RH1  5",3251,797,1132,548,530,187,42,12,3
"RH1  6",4504,1344,1465,754,667,213,43,11,7
"RH10 1",2902,977,914,482,348,123,39,12,7
"RH10 3",4736,1155,1609,793,824,270,64,13,8
"RH10 4",2781,684,1047,455,414,133,38,6,4
"RH10 5",2454,703,772,385,385,139,53,13,4
"RH10 6",3980,1197,1299,664,558,168,73,12,9
"RH10 7",7097,1749,2398,1295,1233,323,79,14,6
"RH10 8",2564,809,851,368,334,131,50,12,9
"RH11 0",3893,1119,1326,651,528,184,67,9,9
"RH11 6",1104,324,282,203,180,83,24,4,4
"RH11 7",5054,1500,1414,826,720,361,171,41,21
"RH11 8",6141,1683,1839,1081,948,393,152,29,16
"RH11 9",5625,1574,1579,1023,872,377,153,26,21
"RH12 1",3346,1255,1131,454,362,101,31,8,4
"RH12 2",3403,1118,1226,458,430,131,36,3,1
"RH12 3",3539,999,1263,578,492,159,38,6,4
"RH12 4",4152,1039,1580,650,633,194,45,7,4
"RH12 5",3961,949,1281,707,748,222,38,13,3
"RH13 0",1694,418,631,261,268,75,37,2,2
"RH13 5",3946,1274,1263,564,611,160,57,9,8
"RH13 6",3582,1025,1377,529,460,149,34,4,4
"RH13 8",2553,592,977,433,388,125,31,3,4
"RH13 9",3467,745,1167,599,701,192,55,6,2
"RH14 0",2387,534,978,352,360,126,29,4,4
"RH14 9",3452,997,1210,505,536,148,40,12,4
"RH15 0",4359,1031,1657,739,674,199,48,9,2
"RH15 8",4767,1289,1645,786,754,218,59,12,4
"RH15 9",3536,908,1124,620,656,178,42,5,3
"RH16 1",3043,892,1167,411,410,129,27,2,5
"RH16 2",3066,846,1200,394,443,152,29,2,0
"RH16 3",4388,1441,1401,666,604,200,63,9,4
"RH16 4",3871,1169,1363,628,517,144,42,5,3
"RH17 5",2668,688,917,412,445,152,42,8,4
"RH17 6",2114,588,753,303,306,110,45,4,5
"RH17 7",2703,603,1019,431,454,144,46,4,2
"RH18 5",1848,516,652,293,248,100,36,1,2
"RH19 1",3112,999,1075,475,404,109,41,5,4
"RH19 2",2800,595,1008,509,500,142,32,10,4
"RH19 3",4543,1307,1554,757,660,189,62,10,4
"RH19 4",3304,888,1216,537,457,148,41,11,6
"RH2  0",3104,957,1074,378,493,164,31,5,2
"RH2  7",2822,647,923,480,563,154,46,3,6
"RH2  8",2876,726,1043,460,472,134,30,7,4
"RH2  9",1746,610,607,203,247,65,8,5,1
"RH20 1",2202,592,967,315,231,79,17,1,0
"RH20 2",3034,795,1368,435,323,77,29,6,1
"RH20 3",2598,523,1084,424,427,106,23,6,5
"RH20 4",2990,983,1168,361,331,111,30,5,1
"RH3  7",1800,472,681,261,285,89,7,3,2
"RH4  1",2333,837,751,326,326,66,22,3,2
"RH4  2",2190,754,699,343,253,95,35,9,2
"RH4  3",2220,727,726,342,292,99,24,6,4
"RH5  4",3022,872,1103,439,444,128,30,3,3
"RH5  5",2165,516,827,346,333,104,33,3,3
"RH5  6",1454,303,602,218,208,94,23,3,3
"RH6  0",1037,281,361,167,155,47,20,4,2
"RH6  7",2572,882,854,373,311,105,38,4,5
"RH6  8",3646,892,1299,634,596,169,42,11,3
"RH6  9",4778,1192,1720,835,733,217,61,13,7
"RH7  6",3615,994,1295,540,517,183,69,13,4
"RH8  0",3816,952,1353,573,647,218,57,12,4
"RH8  9",2302,551,846,352,402,102,43,4,2
"RH9  8",2185,566,792,339,345,106,30,5,2
"RM1  1",848,413,272,102,37,19,3,2,0
"RM1  2",1970,804,570,301,186,73,28,3,5
"RM1  3",968,496,294,82,64,25,3,2,2
"RM1  4",4679,1123,1617,749,768,301,92,21,8
"RM10 7",4253,1286,1143,728,623,302,123,29,19
